AL,ANONYMOUS_1,CA,S,V40,FE,U4,PQINDEX,U6,B,ZN,P,CU,U14,BA,U20,MG,SI,U25,U50,Y_LABEL
7,1635,2356,5457,57.2,151,33845.0,33,13528.0,29,362,290,89,156.0,0,33.0,1,5,4.0,0.0,0
5,1902,2860,1041,45.3,6,8611.0,19,1712.0,121,678,445,3,99.0,0,44.0,2,14,26.0,1.0,0
3,3058,3454,8663,72.1,7,36038.0,21,22921.0,125,40,74,1,624.0,0,90.0,0,1,34.0,33.0,0
2,4014,143,6163,68.1,1,8954.0,6,234.0,3,193,212,6,8.0,0,2.0,7,3,1.0,0.0,0
4,2421,27,7232,63.8,5,727.0,5,86.0,0,420,342,45,10.0,2,7.0,2,1,4.0,2.0,0
1,1371,22,7160,64.7,11,4067.0,13,869.0,10,241,199,2,46.0,2,13.0,0,1,10.0,1.0,0
2,1708,136,1012,44.7,0,7449.0,9,1871.0,17,630,460,80,81.0,0,35.0,3,0,19.0,0.0,0
1,1410,141,944,43.7,155,31873.0,31,2362.0,15,784,612,314,12.0,1,1.0,3,2,1.0,0.0,0
0,2065,129,1133,43.7,4,8872.0,7,1081.0,15,690,439,8,110.0,0,34.0,2,1,32.0,0.0,0
5,2378,160,1346,45.0,3,12532.0,22,10150.0,148,697,480,127,472.0,0,53.0,2,2,18.0,0.0,0
3,1730,306,922,45.3,2,14785.0,9,5321.0,6,476,314,2,417.0,0,93.0,0,2,31.0,7.0,0
1,1765,56,1052,43.6,51,7017.0,16,4010.0,8,658,459,157,459.0,1,221.0,1,0,99.0,0.0,0
0,2063,293,7502,68.3,8,1824.0,8,282.0,2,270,228,2,7.0,0,2.0,1,1,2.0,1.0,0
2,1382,2911,6292,46.0,9,13708.0,63,12834.0,5,213,191,16,590.0,0,74.0,0,1,27.0,0.0,0
6,6230,61,1176,44.8,2,14101.0,13,934.0,6,742,454,6,24.0,0,11.0,1,1,6.0,5.0,0
4,1669,3300,1124,44.0,4,5327.0,7,626.0,160,651,452,121,13.0,0,5.0,2,1,4.0,0.0,0
0,2400,148,5535,64.8,10,11490.0,5,3412.0,17,466,400,9,201.0,0,35.0,5,4,16.0,8.0,0
5,1168,2689,1149,45.1,0,42346.0,3,6781.0,4,674,460,84,115.0,4,35.0,1,0,12.0,0.0,0
0,1434,127,5366,57.5,19,20050.0,54,13908.0,18,440,328,22,393.0,0,86.0,0,6,60.0,3.0,0
3,1336,3578,1225,44.6,4,3108.0,5,1237.0,102,741,477,115,134.0,2,69.0,3,0,25.0,0.0,0
10,1601,2669,5325,60.1,5,5579.0,10,1207.0,192,396,294,6,66.0,0,23.0,1,2,17.0,1.0,0
1,1713,13,1261,44.6,3,1644.0,9,720.0,138,775,506,30,31.0,0,7.0,2,0,6.0,0.0,0
583,5027,412,6321,63.4,125,30032.0,70,10393.0,0,369,297,62,84.0,6,25.0,2,10,22.0,5.0,1
3,1179,2366,5706,48.3,53,14592.0,20,1052.0,2,495,385,72,95.0,3,32.0,0,2,22.0,0.0,0
2,6676,3011,9724,62.9,24,20366.0,11,2502.0,16,334,290,37,30.0,0,15.0,25,0,14.0,0.0,0
0,3205,10,2931,46.4,8,13043.0,8,1475.0,9,266,242,9,63.0,0,21.0,20,4,13.0,0.0,0
4,2435,3684,1310,44.6,1,1273.0,7,266.0,123,701,464,1,17.0,0,5.0,3,0,2.0,0.0,0
4,1685,16,2201,45.9,309,11379.0,123,1292.0,4,490,403,225,30.0,0,10.0,2,8,4.0,0.0,0
0,1368,164,1086,43.4,4,16533.0,6,853.0,3,687,610,27,27.0,0,10.0,1,2,6.0,6.0,0
3,1364,3123,1078,44.4,0,7781.0,11,1064.0,3,657,444,82,11.0,0,3.0,0,0,0.0,0.0,0
0,5599,4,5610,67.4,19,15914.0,25,5023.0,6,212,170,4,94.0,0,9.0,0,1,4.0,3.0,0
6,1655,2,5725,56.8,12,37864.0,11,25241.0,0,566,413,13,150.0,5,56.0,3,5,32.0,0.0,0
2151,3449,200,2581,46.8,22,12148.0,11,520.0,32,714,669,170,21.0,16,2.0,6,2,1.0,1.0,1
6,1727,1074,7378,69.6,11,43308.0,14,15892.0,2,658,530,14,15.0,0,7.0,20,2,1.0,1.0,0
35,1672,59,3371,62.2,107,23795.0,57,2840.0,2,440,348,60,121.0,1,29.0,0,3,24.0,20.0,1
6,1346,3014,3975,53.4,2,6669.0,7,2602.0,83,521,357,2,205.0,6,57.0,2,4,31.0,1.0,0
2,1418,1838,1215,45.7,1,8609.0,7,183.0,59,688,422,21,59.0,1,8.0,0,0,7.0,1.0,0
3,2007,3115,5396,62.8,7,10007.0,5,1340.0,135,297,272,19,65.0,0,17.0,3,3,10.0,9.0,0
3,1460,53,1247,46.0,2,8659.0,5,5896.0,0,720,470,18,695.0,2,204.0,1,2,204.0,106.0,0
1,3095,25,5270,68.5,18,20779.0,26,2760.0,3,68,75,15,128.0,0,33.0,1,2,25.0,1.0,0
21,4207,174,10850,68.0,7,1031.0,11,322.0,145,342,298,1,22.0,0,6.0,4,0,5.0,5.0,0
1,1664,159,1110,44.4,3,20976.0,20,4021.0,6,674,455,198,257.0,1,27.0,0,1,11.0,0.0,0
0,1350,128,3809,63.6,5,8319.0,6,1217.0,22,427,326,71,28.0,0,11.0,0,1,7.0,0.0,0
8,1351,112,1256,44.1,4,9121.0,3,844.0,53,651,465,6,46.0,2,10.0,1,1,9.0,0.0,0
0,5149,72,6825,63.8,11,14884.0,9,3587.0,12,63,84,6,245.0,0,50.0,1,0,37.0,2.0,0
0,1737,2670,1124,43.9,4,13804.0,11,2785.0,21,619,454,12,169.0,1,41.0,1,1,32.0,28.0,0
2,3569,50,2607,50.7,16,37132.0,48,36773.0,0,596,387,9,250.0,0,8.0,3,2,6.0,0.0,0
2,3698,34,2286,46.5,3,4371.0,10,2010.0,0,252,227,4,259.0,0,97.0,32,1,67.0,53.0,0
2,2749,5,2965,45.5,12,17245.0,12,3659.0,2,501,333,11,61.0,0,14.0,3,5,5.0,5.0,0
0,2351,1,4555,60.0,6,25574.0,18,6414.0,2,270,236,5,115.0,0,13.0,26,4,5.0,1.0,0
3,3750,119,7723,67.5,6,8048.0,17,2730.0,11,317,259,3,297.0,0,68.0,2,1,68.0,0.0,0
6,1353,8,1865,46.8,7,32159.0,14,1262.0,3,554,378,7,28.0,1,5.0,2,3,2.0,0.0,0
3,2533,2074,2285,66.6,2,2728.0,5,431.0,1,349,259,35,16.0,0,4.0,2,0,2.0,2.0,0
10,1370,3198,1033,43.3,14,27551.0,10,8670.0,127,660,447,151,269.0,0,22.0,1,3,10.0,0.0,0
2,1709,1414,995,44.8,1,34466.0,8,1136.0,47,620,488,134,29.0,0,4.0,2,0,1.0,0.0,0
1,1751,66,1399,44.5,5,4199.0,3,126.0,0,690,433,5,6.0,0,2.0,3,2,1.0,1.0,0
1,1695,368,1165,44.9,3,13912.0,8,3011.0,2,708,447,5,208.0,0,43.0,6,2,31.0,1.0,0
5,1336,3027,6075,56.5,12,28650.0,5,4701.0,240,129,123,14,79.0,0,17.0,1,3,16.0,2.0,0
2,2430,21,1962,46.6,2,1013.0,8,248.0,7,254,223,3,15.0,0,3.0,32,0,1.0,0.0,0
6,2528,2469,1240,44.6,3,14399.0,8,448.0,135,740,517,129,14.0,0,6.0,3,2,5.0,0.0,0
12,3795,3227,1091,43.1,3,6832.0,8,2883.0,281,601,479,132,262.0,0,65.0,4,1,62.0,4.0,0
2,3881,115,6428,56.5,3,1311.0,8,155.0,0,477,343,1,19.0,0,6.0,3,0,5.0,0.0,1
0,4290,13,1199,57.8,3,4480.0,5,712.0,2,469,364,5,18.0,0,10.0,0,5,5.0,3.0,0
0,1601,2330,1189,46.2,0,202.0,7,32.0,39,720,450,8,3.0,0,1.0,0,0,1.0,0.0,0
21,3449,3386,7798,37.1,7,37277.0,26,18064.0,6,1201,1131,4,15.0,0,2.0,11,7,1.0,0.0,1
3,1174,2437,7200,67.1,4,13375.0,16,5707.0,0,388,331,1,349.0,3,81.0,0,4,67.0,6.0,0
0,1400,116,4225,60.2,207,9992.0,41,1429.0,8,464,366,124,27.0,1,8.0,1,3,3.0,0.0,0
1,2507,2,5948,63.3,8,1500.0,5,366.0,160,188,152,8,21.0,0,5.0,1,2,3.0,2.0,0
8,5430,2390,5300,54.7,2,10487.0,12,1577.0,3,561,401,82,31.0,2,5.0,4,4,3.0,0.0,1
2,2401,2966,5805,66.0,62,31148.0,90,10408.0,371,152,146,171,672.0,0,137.0,68,3,101.0,8.0,0
3,1178,2540,6329,64.9,6,12480.0,5,4917.0,0,499,376,6,237.0,3,40.0,1,0,17.0,12.0,0
4,2724,11,12360,66.4,4,33162.0,22,26233.0,4,302,257,2,3569.0,0,1055.0,23,3,534.0,302.0,0
7,5159,19,3913,58.8,15,36138.0,5,19596.0,0,256,244,8,248.0,0,41.0,6,11,20.0,10.0,0
9,2054,3420,4179,28.8,6,37453.0,18,7377.0,138,480,589,189,247.0,0,26.0,29,9,8.0,0.0,0
8,1486,2763,2154,47.2,6,18903.0,6,3392.0,205,622,404,8,56.0,0,28.0,3,1,10.0,8.0,0
5,1374,18,1222,43.4,179,17764.0,33,5122.0,1,596,441,268,312.0,2,46.0,2,2,21.0,1.0,0
4,1172,3019,1271,44.8,4,49995.0,23,9756.0,0,722,460,7,24.0,2,6.0,3,1,2.0,0.0,0
0,1830,2692,2041,46.6,2,8119.0,5,625.0,7,633,461,14,12.0,0,5.0,3,0,3.0,0.0,0
3,2345,2864,1170,44.3,7,29708.0,4,5208.0,42,705,482,11,337.0,0,120.0,3,2,70.0,3.0,0
2,1385,3166,1352,46.4,1,364.0,10,47.0,214,871,538,15,5.0,0,2.0,0,0,2.0,1.0,0
1,4516,55,1541,44.7,21,3613.0,3,1600.0,15,679,449,6,113.0,0,14.0,4,31,6.0,3.0,0
8,6331,2209,5565,54.7,9,16166.0,22,4082.0,3,441,351,2,67.0,0,11.0,2,1,8.0,0.0,1
12,2428,23,1342,45.8,3,22957.0,33,10320.0,1,631,464,6,638.0,0,184.0,2,1,115.0,102.0,0
1,1010,43,5697,64.0,3,723.0,5,151.0,4,332,261,0,11.0,0,3.0,0,0,2.0,1.0,0
3,2169,3406,5894,71.7,6,9527.0,5,3720.0,103,27,48,2,399.0,0,144.0,0,0,76.0,58.0,0
5,1783,2382,1158,44.3,7,12508.0,13,5529.0,145,658,428,9,533.0,0,150.0,3,4,99.0,1.0,0
2,1698,88,3101,45.0,9,85866.0,30,17496.0,1,523,386,7,203.0,0,28.0,0,2,26.0,7.0,0
0,2379,2246,1291,45.8,2,2646.0,17,960.0,3,723,458,4,35.0,0,7.0,1,1,4.0,1.0,0
9,1186,2621,3334,46.3,81,18694.0,33,2858.0,19,341,264,184,120.0,4,20.0,4,2,12.0,1.0,0
0,3174,4,4699,67.8,3,23968.0,4,16916.0,4,278,222,0,796.0,0,304.0,0,1,71.0,0.0,0
3,3492,53,2193,49.2,5,18509.0,5,5803.0,5,593,427,2,531.0,0,124.0,3,33,66.0,3.0,0
0,8393,742,1980,46.3,6,10326.0,9,791.0,2,632,452,9,63.0,0,20.0,5,2,8.0,0.0,0
0,2462,105,1670,45.7,4,35042.0,5,2976.0,0,736,593,49,85.0,0,24.0,4,0,12.0,3.0,0
0,4919,3138,4442,64.0,9,22563.0,19,13565.0,107,220,201,17,904.0,0,191.0,3,8,95.0,61.0,0
7,3947,2664,8377,69.7,7,26848.0,9,5066.0,183,304,243,2,192.0,0,43.0,2,1,30.0,21.0,0
0,2117,66,3140,48.9,4,4695.0,9,1223.0,5,560,400,3,196.0,0,96.0,2,0,86.0,3.0,0
0,1669,259,1218,45.8,1,4506.0,6,797.0,9,724,503,121,52.0,1,22.0,1,0,13.0,0.0,0
2,2481,2479,1602,45.6,3,4688.0,6,1884.0,9,630,414,17,130.0,0,36.0,3,1,20.0,13.0,0
0,1366,156,1595,44.9,4,6431.0,10,1505.0,20,689,481,4,67.0,0,9.0,2,0,8.0,1.0,0
2,2056,3754,5918,62.1,2,13868.0,19,1338.0,439,347,275,5,62.0,0,12.0,11,1,7.0,3.0,0
0,1370,14,4435,52.7,6,16300.0,20,381.0,0,272,233,8,12.0,0,4.0,28,4,2.0,2.0,0
3,1383,3279,1646,45.3,3,5788.0,7,1428.0,112,646,416,141,223.0,4,87.0,0,2,69.0,2.0,0
1,2062,134,6496,65.4,14,2898.0,21,206.0,18,296,218,2,12.0,0,4.0,0,1,4.0,2.0,0
0,3884,40,3809,57.0,0,1037.0,5,192.0,3,455,358,14,12.0,0,4.0,7,0,4.0,2.0,0
1,3855,2740,3641,50.3,1,1065.0,11,100.0,10,606,405,5,4.0,3,1.0,0,0,1.0,1.0,1
1,4516,58,1257,44.3,4,1534.0,9,307.0,4,796,446,9,24.0,0,6.0,1,0,4.0,3.0,0
5,3122,2804,1266,44.6,2,9007.0,3,1041.0,129,654,462,140,29.0,0,11.0,6,1,5.0,0.0,0
0,1690,138,1434,46.2,6,31335.0,9,3192.0,16,716,482,7,39.0,0,7.0,3,2,3.0,0.0,0
4,3165,3237,4224,67.1,3,852.0,8,157.0,390,446,381,13,10.0,0,4.0,3,1,3.0,2.0,0
0,1386,152,1075,45.7,0,2744.0,5,361.0,0,653,499,14,16.0,0,7.0,2,1,5.0,1.0,0
7,4243,2490,5073,52.6,2,12625.0,11,4081.0,3,542,386,4,149.0,0,22.0,2,0,5.0,0.0,0
11,2363,3263,7858,69.2,4,16623.0,12,1022.0,191,287,234,0,64.0,0,27.0,6,0,23.0,1.0,0
4,2642,3042,2225,60.6,4,4441.0,18,358.0,106,508,382,4,25.0,8,6.0,0,3,6.0,6.0,1
26,1375,31,1080,45.4,0,2577.0,13,796.0,14,656,424,83,69.0,4,16.0,0,0,13.0,9.0,0
862,2060,82,5097,63.1,7,1331.0,8,456.0,154,412,305,2,55.0,0,8.0,0,0,6.0,0.0,1
6,1690,20,1572,42.4,138,13110.0,33,416.0,2,584,431,219,13.0,0,1.0,2,2,1.0,0.0,1
3,2327,2805,3610,62.0,7,14326.0,14,3548.0,100,358,294,2,233.0,0,64.0,0,2,35.0,33.0,0
2,2494,393,1222,44.8,3,1761.0,17,533.0,30,717,462,11,25.0,0,4.0,3,0,1.0,1.0,0
123,2030,6,7803,66.6,4,1657.0,2,114.0,168,296,242,5,5.0,1,1.0,0,0,0.0,0.0,1
0,1345,140,1125,44.7,3,20723.0,8,368.0,23,719,441,6,8.0,0,2.0,4,5,1.0,1.0,0
5,8909,3506,1342,44.9,1,5149.0,14,3933.0,456,693,466,7,515.0,0,133.0,2,0,101.0,4.0,0
4,6110,2501,5020,58.9,52,42367.0,25,7858.0,13,508,429,53,14.0,0,2.0,1,8,2.0,0.0,0
9,1364,55,4902,68.9,12,16766.0,9,2827.0,165,252,218,6,90.0,9,19.0,0,2,11.0,0.0,0
2,2635,3297,7529,57.7,5,4796.0,13,932.0,3,497,378,1,21.0,0,4.0,2,1,1.0,0.0,0
1,2399,26,3571,53.3,5,25153.0,22,8014.0,1,583,407,7,123.0,0,16.0,2,2,12.0,0.0,0
0,5318,22,7687,68.9,11,9632.0,13,325.0,27,453,336,2,16.0,0,8.0,0,3,3.0,2.0,0
2,1693,3168,1171,45.9,2,17995.0,11,3306.0,216,748,474,23,21.0,0,0.0,1,1,0.0,0.0,0
3,3092,2480,2916,45.9,11,18565.0,13,7471.0,297,526,334,10,547.0,0,72.0,3,4,38.0,0.0,1
2,4040,3565,1286,45.9,1,885.0,13,300.0,93,686,537,9,26.0,0,8.0,0,0,4.0,4.0,0
16,7050,26,772,60.9,6,2304.0,7,744.0,2,428,339,7,53.0,0,14.0,0,13,14.0,10.0,0
0,3213,32,1200,46.5,4,5464.0,6,182.0,1,455,556,54,13.0,0,8.0,2,4,5.0,0.0,0
1,1756,28,2741,46.8,4,5904.0,18,218.0,206,598,386,6,5.0,0,1.0,2,0,1.0,0.0,0
3,1193,2887,1782,49.9,4,15282.0,17,4872.0,2,564,393,8,751.0,2,132.0,3,3,42.0,25.0,0
0,3884,18,4974,70.5,8,28872.0,11,6065.0,4,1140,887,5,81.0,0,9.0,14,19,2.0,2.0,0
7,6334,3453,5212,68.3,10,9288.0,6,3926.0,2,96,119,17,393.0,0,99.0,4,15,42.0,13.0,0
5,8158,85,6760,63.2,7,33616.0,41,16564.0,9,257,235,14,698.0,0,117.0,0,1,37.0,0.0,0
6,4302,38,8199,67.6,8,17265.0,13,3597.0,5,319,280,9,136.0,0,27.0,0,5,14.0,0.0,0
4,1670,32,1528,47.6,3,11514.0,5,7224.0,2,722,490,8,1047.0,0,422.0,3,0,263.0,261.0,0
3,1361,74,5005,56.7,8,7881.0,9,3120.0,299,533,375,16,78.0,2,9.0,1,3,2.0,0.0,0
1,1748,112,1906,46.3,4,11812.0,1,1550.0,13,721,495,13,55.0,0,8.0,2,7,6.0,1.0,0
0,2483,7,4528,71.5,0,5792.0,9,1309.0,12,2,73,0,56.0,0,12.0,0,0,6.0,5.0,0
7,5966,2310,4524,56.1,8,16916.0,10,644.0,76,381,283,36,13.0,0,2.0,2,16,2.0,1.0,0
37,4040,3786,1452,47.9,2,13288.0,6,3696.0,94,711,574,17,104.0,1,10.0,1,0,5.0,2.0,1
2,11670,696,5702,58.2,5,52352.0,6,4360.0,23,475,406,3,47.0,0,11.0,13,5,4.0,4.0,0
3,1532,486,1080,44.6,2,9611.0,17,488.0,25,612,428,91,51.0,2,23.0,1,1,18.0,2.0,0
0,1698,32,7126,58.4,2,27393.0,6,23062.0,0,408,361,65,1790.0,1,268.0,19,2,209.0,10.0,0
2,1322,3627,6498,69.2,11,6652.0,15,558.0,0,276,246,6,31.0,0,12.0,2,3,10.0,1.0,0
19,11707,9,5240,69.9,11,8421.0,7,2246.0,2,106,122,4,62.0,0,18.0,2,4,8.0,3.0,0
0,1933,96,2534,32.1,4,14704.0,7,1490.0,3,321,271,4,104.0,0,21.0,0,1,19.0,1.0,0
6,2574,3121,1701,47.1,1,4633.0,5,680.0,128,590,395,100,90.0,0,16.0,1,0,9.0,1.0,0
1,1764,276,5423,62.8,34,35855.0,19,6263.0,11,19,52,2,20.0,0,2.0,3,1,1.0,0.0,0
0,2740,156,8596,68.2,19,14374.0,16,2765.0,15,558,474,8,77.0,0,17.0,1,2,14.0,2.0,0
6,1296,3270,7396,67.7,12,24182.0,7,13165.0,50,347,289,0,3188.0,2,1479.0,1,2,962.0,939.0,0
3,1177,3096,1103,64.9,4,28745.0,10,5415.0,0,666,453,5,111.0,2,25.0,2,0,11.0,10.0,0
0,2432,38,3409,55.0,4,25197.0,12,7711.0,52,552,388,97,282.0,0,42.0,3,3,14.0,0.0,0
2,1844,2472,1164,45.5,2,6537.0,8,936.0,10,636,444,123,37.0,0,9.0,2,0,3.0,0.0,0
2,4752,3329,6850,65.8,2,8471.0,10,3120.0,1,354,281,0,301.0,0,65.0,0,1,31.0,19.0,0
6,1170,405,5795,40.9,11,147296.0,9,19629.0,81,720,668,413,110.0,2,1.0,12,13,0.0,0.0,0
2,1690,3544,3817,57.4,3,6312.0,12,121.0,490,379,268,3,11.0,0,4.0,0,0,2.0,1.0,0
2,2781,65,5329,67.2,25,45908.0,21,19322.0,52,183,230,48,133.0,0,18.0,6,60,14.0,6.0,0
3,3118,3500,1882,48.2,12,17831.0,16,4756.0,15,459,358,20,168.0,0,33.0,0,1,14.0,13.0,0
2,4907,282,2613,65.7,15,32740.0,9,5551.0,46,396,340,8,18.0,0,2.0,1,5,2.0,2.0,0
2,1670,197,4421,53.7,332,31445.0,71,10768.0,7,576,423,280,381.0,1,50.0,2,10,26.0,1.0,1
7,1721,2642,1336,44.2,7,5122.0,6,1332.0,123,698,491,162,71.0,0,24.0,3,1,13.0,0.0,0
5,1192,2813,5483,59.0,127,31778.0,64,5349.0,2,576,461,141,189.0,5,20.0,3,3,9.0,0.0,0
1,2039,115,8195,67.1,8,7038.0,8,355.0,15,301,226,5,12.0,0,2.0,0,1,1.0,0.0,0
0,2452,3440,5842,69.5,3,11922.0,5,5360.0,117,80,116,29,332.0,1,83.0,2,9,47.0,26.0,0
1,2530,43,6344,62.5,9,12484.0,19,1689.0,3,257,206,2,142.0,0,76.0,0,1,69.0,5.0,0
2,1695,57,1162,44.1,5,3826.0,7,1899.0,176,715,469,22,125.0,0,25.0,3,0,8.0,1.0,0
2,1517,3405,4627,55.9,6,4037.0,9,421.0,156,520,377,11,20.0,0,7.0,2,2,7.0,0.0,0
0,2927,162,4913,45.1,64,30276.0,39,7224.0,15,64,85,43,75.0,0,26.0,3,2,12.0,0.0,0
2,2845,159,1565,45.4,5,1512.0,10,515.0,6,702,453,18,77.0,0,27.0,2,0,16.0,0.0,0
2,2030,53,5756,72.2,26,29838.0,50,24685.0,0,610,543,15,46.0,0,21.0,15,4,18.0,0.0,0
471,2841,46,2260,45.9,4,3573.0,8,1461.0,134,474,356,2,95.0,1,10.0,2,0,4.0,0.0,1
5,1336,2571,1114,44.2,21,2117.0,2,354.0,2,665,461,133,23.0,0,13.0,2,7,11.0,0.0,0
22,2758,69,2758,60.2,7,38297.0,6,13834.0,0,370,285,22,86.0,0,12.0,1,9,7.0,3.0,0
1,1972,173,3398,56.5,7,38054.0,12,3863.0,20,627,429,70,139.0,0,40.0,0,3,37.0,0.0,0
22,1380,2435,7978,55.4,6,95642.0,11,6260.0,4,386,316,28,40.0,3,26.0,1,2,16.0,0.0,1
2,2234,2982,6595,68.0,10,6253.0,6,275.0,4,507,405,0,12.0,0,6.0,4,2,5.0,4.0,0
26,2399,13,5697,48.7,178,13563.0,35,1706.0,0,287,470,65,43.0,1,9.0,0,3,8.0,7.0,1
95,2423,82,6010,63.5,5,1433.0,5,351.0,0,185,176,9,16.0,0,7.0,4,2,4.0,2.0,1
0,1697,159,1365,45.8,3,10519.0,5,2541.0,0,680,670,19,92.0,0,24.0,2,0,16.0,2.0,0
0,1376,166,4829,59.6,42,43093.0,5,6312.0,21,637,514,114,87.0,0,31.0,12,5,14.0,0.0,0
7,11110,304,8779,66.2,15,27588.0,12,2200.0,8,486,369,2,58.0,0,12.0,2,9,6.0,3.0,0
2,1788,13,7540,61.1,15,9618.0,12,1058.0,100,454,325,7,49.0,1,12.0,4,2,6.0,5.0,0
0,2476,36,2255,63.3,10,1900.0,19,455.0,2,231,200,2,14.0,0,2.0,2,2,1.0,0.0,0
0,5191,7,1177,45.8,0,620.0,16,169.0,1,758,471,4,15.0,0,4.0,0,0,4.0,4.0,0
2,3536,304,2019,56.7,2,21995.0,5,1175.0,7,320,298,17,32.0,0,11.0,2,4,10.0,1.0,0
8,4057,3173,1171,44.1,1,27437.0,15,319.0,85,682,475,104,17.0,0,3.0,3,0,2.0,2.0,0
2,1835,311,1120,44.2,44,16483.0,12,3449.0,16,636,456,205,134.0,0,17.0,2,1,6.0,1.0,0
1,3423,26,2121,46.8,5,4549.0,9,1326.0,0,580,388,31,167.0,0,51.0,2,1,44.0,3.0,0
2,1391,2878,6225,54.0,2,4082.0,5,815.0,86,465,374,9,36.0,3,14.0,5,0,13.0,10.0,0
1,2705,35,2148,72.3,2,8789.0,11,1080.0,31,407,336,0,33.0,0,5.0,2,0,2.0,0.0,0
5,1953,3509,3687,53.0,8,1670.0,8,156.0,33,579,394,6,17.0,0,6.0,0,2,5.0,0.0,0
3,7172,2098,5232,53.5,4,533.0,8,229.0,5,520,360,2,25.0,1,8.0,1,0,6.0,5.0,1
2,6306,2519,5531,64.8,38,13391.0,20,1513.0,12,327,269,34,53.0,0,11.0,10,1,7.0,0.0,0
207,3126,30,6987,60.6,13,2940.0,0,880.0,155,485,355,3,29.0,0,5.0,2,4,2.0,0.0,1
2,1785,123,3472,47.7,5,13844.0,6,7391.0,18,608,405,9,276.0,0,66.0,2,3,44.0,0.0,0
9,5393,3077,4858,49.5,5,25874.0,6,3334.0,16,289,256,45,37.0,0,17.0,5,5,13.0,0.0,0
232,1850,75,1134,44.3,6,3116.0,15,1009.0,97,697,452,9,33.0,4,8.0,3,3,5.0,0.0,1
0,2729,508,5855,62.3,8,30289.0,12,14949.0,5,84,120,13,1022.0,0,197.0,1,3,181.0,7.0,0
2,2890,5,1398,44.0,2,15299.0,5,7188.0,5,741,532,34,784.0,0,234.0,10,1,141.0,104.0,0
3,2929,2239,4856,54.5,4,29454.0,11,19344.0,4,472,332,4,652.0,0,78.0,2,1,22.0,13.0,0
0,2752,111,7755,64.8,76,26483.0,59,22905.0,169,294,256,67,1077.0,0,250.0,2,1,72.0,0.0,0
5,2291,16,1175,44.9,2,7316.0,5,2935.0,42,630,402,11,268.0,0,49.0,0,2,36.0,1.0,0
0,5192,88,3421,59.7,1,2499.0,5,554.0,6,335,283,13,38.0,0,13.0,6,1,9.0,8.0,0
2,5868,3201,1215,45.0,6,14807.0,12,884.0,106,779,464,8,14.0,0,4.0,3,13,2.0,0.0,0
2,1690,904,1070,45.4,1,16807.0,11,928.0,24,558,394,124,14.0,1,9.0,0,1,7.0,1.0,0
3,1543,2729,2009,46.4,12,15146.0,5,920.0,7,632,465,138,47.0,1,10.0,1,13,2.0,0.0,0
5,1699,3260,1158,44.3,24,28217.0,13,12058.0,173,614,433,150,395.0,0,95.0,0,2,40.0,0.0,0
0,4929,3018,5093,70.7,6,11667.0,1,626.0,0,285,239,15,21.0,0,4.0,0,1,3.0,0.0,0
11,2173,2965,6792,53.8,5,18724.0,17,4415.0,249,257,184,23,194.0,0,77.0,3,3,63.0,43.0,0
0,3098,75,6852,68.8,55,27848.0,53,10328.0,2,288,227,27,255.0,0,17.0,4,1,11.0,1.0,0
1,2030,32,5081,65.6,15,33245.0,10,4799.0,1,542,413,24,135.0,0,18.0,4,1,10.0,0.0,1
4,1356,15,1121,44.9,3,14635.0,7,4212.0,7,630,432,75,257.0,1,100.0,2,3,34.0,0.0,1
0,1329,31,11280,67.8,3,5307.0,6,1004.0,599,320,291,2,60.0,0,13.0,11,2,12.0,0.0,0
0,1778,86,9849,56.9,4,29128.0,34,11324.0,6,414,324,39,308.0,0,36.0,10,2,10.0,4.0,0
0,1361,154,4720,54.9,17,10130.0,4,1838.0,20,532,412,4,79.0,0,34.0,1,3,16.0,0.0,0
3,2497,78,1226,43.8,2,3343.0,3,733.0,16,709,479,4,21.0,0,9.0,2,0,5.0,0.0,0
1,7314,14,5770,71.7,10,600.0,10,84.0,0,45,75,1,2.0,0,1.0,2,1,1.0,0.0,0
0,4637,3861,5069,61.5,2,2019.0,5,880.0,140,297,283,11,40.0,2,7.0,6,3,3.0,1.0,0
4,1685,2855,1576,46.0,1,7790.0,11,2389.0,105,766,486,2,245.0,0,80.0,2,0,72.0,6.0,0
1,1360,117,1062,44.3,2,4135.0,7,303.0,9,678,438,125,32.0,0,6.0,4,1,4.0,0.0,0
1,1724,11,11580,68.3,4,25832.0,7,2460.0,194,110,134,11,30.0,0,15.0,2,2,10.0,0.0,0
7,3514,2897,1488,46.6,3,12079.0,11,3633.0,80,628,426,6,195.0,1,54.0,2,3,30.0,3.0,0
2,1708,3051,1115,44.4,0,12658.0,6,6498.0,15,688,491,101,381.0,0,145.0,1,0,52.0,0.0,0
2,1706,2829,7234,65.1,6,13310.0,23,1225.0,5,339,264,2,17.0,0,3.0,2,1,1.0,0.0,0
1,3452,146,5789,45.5,30,26248.0,107,13725.0,126,272,221,3,792.0,0,200.0,3,5,106.0,87.0,0
7,1527,37,1166,46.1,2,5370.0,5,157.0,0,746,481,24,7.0,1,2.0,3,0,1.0,1.0,0
2,1519,3473,4275,53.6,4,2911.0,13,1660.0,0,528,380,5,69.0,0,9.0,0,2,6.0,5.0,0
9,2113,2640,5633,66.8,30,35594.0,43,21437.0,182,216,196,3,426.0,0,112.0,0,3,18.0,0.0,0
