COMPONENT_ARBITRARY,SAMPLE_TRANSFER_DAY,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V100,V40,ZN,Y_LABEL
COMPONENT1,4,0,0,3,0,0,138,0.0,0,0,0,9.0,5.0,9.0,19.0,8.8,6,0.0,0.0,2.0,0,27,0,1,2,0,857,0,14,4465,0,3,0,0.6,0,,,,,,,,,0,14.1,105.6,994,0
COMPONENT3,10,0,6,1,0,0,30,0.0,0,4,196,,,,,,175,,0.0,0.0,0,2,4,0,1,6,299,0,2056,3861,0,2,0,,0,,,,,,,,,0,,114.8,142,0
COMPONENT1,15,0,1,155,0,0,2,0.0,0,2,6,12.0,6.0,8.0,17.0,6.9,33,11.0,0.0,3.0,0,260,0,108,2,0,665,3,16,3643,0,10,0,0.4,0,,,,,,,,,0,9.8,62.0,781,0
COMPONENT3,1,0,0,6,0,0,63,0.0,0,5,1,,,,,,295,,0.0,,0,3,3,0,4,0,384,0,337,18960,2,76,0,,2,,,,,,,,,0,,134.3,66,0
COMPONENT3,5,0,2,2,0,0,15,0.0,0,0,3,,,,,,56,,0.0,0.0,0,0,0,0,0,0,1052,0,46,17800,0,3,0,,0,,,,,,,,,0,,135.2,18,0
COMPONENT3,8,0,0,0,0,0,39,0.0,0,2,1,,,,,,177,,0.0,1.0,0,2,2,0,2,0,303,0,164,18690,0,12,0,,0,,,,,,,,,0,,155.4,29,0
COMPONENT2,6,0,8,189,0,0,3418,,0,1,216,,,,,,86,,0.0,8.0,0,3,1,1,0,0,415,2,26,2152,1,2,1,,0,0.0,0.0,0.0,0.0,2.0,13.0,357.0,16683.0,0,,45.4,477,0
COMPONENT3,7,0,1,3,0,0,3,0.0,0,1,3,,,,,,51,,0.0,,0,5,1,0,0,1,2477,1,42,31809,2,2,0,,0,,,,,,,,,0,,148.0,10,0
COMPONENT1,3,0,2,91,8,0,3494,,0,1,8,16.0,5.0,9.0,16.0,7.3,11,0.0,0.0,13.0,1,13,0,6,1,0,1107,5,9,5736,5,16,8,0.0,0,,,,,,,,,1,13.8,104.9,1223,0
COMPONENT1,4,0,3,162,0,0,0,0.0,0,2,5,13.0,6.0,12.0,19.0,9.6,20,0.0,0.0,3.0,0,412,1,163,2,0,892,6,9,3563,0,9,4,0.2,0,,,,,,,,,0,14.4,116.0,1076,0
COMPONENT2,9,0,0,0,0,0,134,0.0,0,0,7,,,,,,4,,0.0,0.0,0,2,0,0,2,0,447,0,2,943,0,2,0,,0,0.0,0.0,1.0,6.0,12.0,126.0,2364.0,5768.0,0,,44.1,664,0
COMPONENT3,4,0,0,2,0,0,62,0.0,0,0,3,,,,,,12,,0.0,2.0,0,10,6,0,34,0,1102,0,36,10650,0,27,0,,0,,,,,,,,,0,,71.7,1362,0
COMPONENT4,6,0,6,1,5,0,2958,0.0,0,0,264,,,,,,18,,0.0,5.0,0,390,0,154,7,0,936,0,7,3763,0,5,0,,0,,,,,,,,,0,,80.6,998,0
COMPONENT3,5,0,4,32,0,0,3203,0.0,0,20,5,,,,,,2125,,0.0,30.0,0,1,16,0,11,2,915,0,5089,21820,0,444,0,,4,,,,,,,,,0,,134.5,19,0
COMPONENT1,2,0,3,60,0,0,3206,0.0,0,3,5,24.0,10.0,13.0,25.0,7.6,58,0.0,0.0,3.0,0,13,0,1,5,0,883,2,19,4259,0,16,0,2.7,0,,,,,,,,,0,13.2,94.1,1152,0
COMPONENT4,96,0,1,5,0,0,3442,0.0,0,0,1,,,,,,13,,0.0,,0,54,0,0,8,0,929,0,20,4276,0,3,2,,0,,,,,,,,,0,,68.4,960,0
COMPONENT3,5,0,7,142,0,0,2392,0.0,0,0,0,,,,,,5,,0.0,0.0,0,3,0,0,3,0,900,0,5,20360,0,0,0,,0,,,,,,,,,0,,136.1,19,0
COMPONENT3,5,0,0,219,0,0,121,0.0,0,1,2,,,,,,176,,0.0,2.0,0,1,1,0,0,0,1015,0,352,19310,0,9,0,,0,,,,,,,,,0,,124.6,7,0
COMPONENT1,3,0,0,90,0,0,3418,,0,2,2,15.0,6.0,8.0,16.0,6.4,26,0.0,0.0,18.0,0,32,0,2,6,0,758,4,342,11598,1,12,2,0.4,0,,,,,,,,,0,13.2,116.5,838,0
COMPONENT2,6,0,0,6,0,0,301,0.0,0,0,60,,,,,,32,,0.0,0.0,0,5,0,17,10,0,446,0,40,8128,0,4,1,,0,0.0,0.0,0.0,6.0,11.0,538.0,20688.0,36010.0,0,,63.8,515,0
COMPONENT3,5,0,34,131,0,0,103,0.0,0,0,7,,,,,,102,,0.0,,0,11,1,2,15,0,1090,2,176,6101,0,11,0,,0,,,,,,,,,0,,117.1,1294,1
COMPONENT3,27,0,1,1,0,0,6,0.0,0,29,44,,,,,,1642,,0.0,,0,2,20,2,0,3,321,1,5175,10967,0,13,0,,1,,,,,,,,,0,,134.6,40,0
COMPONENT3,7,0,6,2,1,0,24,0.0,0,31,2,,,,,,337,,0.0,1.0,0,29,3,1,4,3,1066,0,313,23130,0,77,0,,1,,,,,,,,,0,,126.5,18,0
COMPONENT3,7,0,6,227,0,0,3236,0.0,0,21,421,,,,,,2580,,0.1,22.0,0,28,30,7,5,22,1267,0,7328,22830,0,1477,0,,15,,,,,,,,,0,,126.5,281,0
COMPONENT1,15,1,5,10,11,8,3108,0.0,0,3,6,14.0,9.0,13.0,21.0,10.2,37,0.0,0.0,0.0,0,65,1,5,0,0,1354,8,19,7868,0,7,2,1.1,0,,,,,,,,,0,13.1,99.2,1581,0
COMPONENT3,2,0,0,19,0,0,134,0.0,0,1,0,,,,,,67,,0.0,3.0,0,0,1,4,2,0,2417,1,1026,26260,0,3,2,,0,,,,,,,,,0,,147.1,42,0
COMPONENT1,6,0,6,7,0,0,2537,,0,1,3,10.0,7.0,15.0,22.0,9.3,15,0.0,0.0,6.0,1,9,1,0,2,0,1076,2,14,5186,1,6,1,0.2,0,,,,,,,,,0,,104.8,1170,0
COMPONENT2,27,0,4,8,0,0,177,0.0,0,0,9,,,,,,9,,0.0,0.0,0,2,0,0,2,0,227,0,24,4594,0,3,0,,0,0.0,0.0,0.0,4.0,12.0,35.0,433.0,2261.0,0,,58.2,284,0
COMPONENT1,3,0,2,1,0,0,3445,0.0,0,1,0,14.0,8.0,21.0,27.0,7.7,13,0.0,0.0,0.0,0,140,0,84,2,0,974,1,9,6024,0,6,0,0.4,0,,,,,,,,,0,13.4,93.6,1280,0
COMPONENT3,15,0,15,0,1,0,66,0.0,0,4,229,,,,,,213,,0.0,0.0,0,0,7,0,1,9,1031,0,55,14160,0,3,0,,0,,,,,,,,,0,,134.4,180,0
COMPONENT3,6,0,7,18,3,0,3157,0.0,0,8,0,,,,,,135,,0.0,4.0,2,2,5,0,2,0,510,0,443,15510,0,8,0,,0,,,,,,,,,0,,173.1,84,0
COMPONENT3,3,0,2,0,0,0,2740,0.0,0,0,5,,,,,,37,,0.0,,0,0,0,5,1,0,2367,0,35,30160,1,13,0,,0,,,,,,,,,0,,183.0,63,0
COMPONENT3,5,0,1,108,0,0,3295,0.0,0,0,12,,,,,,40,,0.0,1.0,0,10,3,0,13,1,1102,0,77,4320,0,61,0,,0,,,,,,,,,0,,111.2,1287,0
COMPONENT1,2,0,6,2,0,0,25,0.0,0,2,0,10.0,5.0,8.0,16.0,8.4,12,0.0,0.0,2.0,0,12,0,0,0,0,930,0,5,3609,0,2,0,0.1,0,,,,,,,,,0,13.3,99.2,1094,0
COMPONENT2,2,0,3,334,0,0,3029,0.0,0,0,195,,,,,,2,,0.0,0.0,0,1,0,0,0,0,462,0,6,1294,0,2,0,,0,0.0,0.0,0.0,6.0,17.0,47.0,923.0,4410.0,0,,43.9,678,0
COMPONENT3,4,0,157,2,1,0,50,0.0,0,5,6,,,,,,222,,0.0,,0,6,6,7,6,0,1271,1,340,3657,2,11,0,,0,,,,,,,,,0,,47.9,1333,1
COMPONENT1,2,0,0,19,0,0,151,0.0,0,0,0,14.0,7.0,16.0,20.0,8.9,10,0.0,0.0,2.0,0,12,0,251,0,0,1106,0,15,4263,0,9,0,0.3,0,,,,,,,,,0,13.5,106.5,1354,0
COMPONENT3,6,0,0,3,0,0,25,,0,2,1,,,,,,255,,0.0,8.0,0,5,3,1,2,2,580,2,88,19421,1,5,1,,0,,,,,,,,,0,,158.0,45,0
COMPONENT1,2,0,1,2,0,0,35,,0,2,3,10.0,5.0,9.0,16.0,6.6,22,0.0,0.0,3.0,0,160,1,2,1,0,592,2,7,6455,1,6,4,0.4,0,,,,,,,,,0,14.2,104.7,672,0
COMPONENT3,7,0,5,133,0,0,3165,0.0,0,13,3,,,,,,643,,0.0,,6,7,11,1,2,1,361,1,1776,15608,2,15,1,,1,,,,,,,,,1,,134.8,29,0
COMPONENT2,3,0,6,125,0,0,2781,,0,4,46,,,,,,29,,0.0,4.0,0,4,0,0,0,0,376,1,40,5023,1,3,1,,0,0.0,0.0,2.0,44.0,57.0,428.0,16130.0,36204.0,0,,61.4,460,0
COMPONENT3,5,0,10,3,3,0,59,0.0,2,2,3,,,,,,162,,0.0,,0,0,1,9,0,0,455,0,85,29625,0,4,1,,0,,,,,,,,,0,,160.1,7,0
COMPONENT1,3,0,7,2,0,0,13,0.0,0,0,1,14.0,6.0,11.0,19.0,8.2,14,2.0,0.0,0.0,0,8,0,0,5,0,879,0,13,6835,0,3,0,0.3,0,,,,,,,,,0,12.2,83.9,1033,1
COMPONENT3,36,0,7,31,4,0,2853,0.0,0,1,1,,,,,,179,,0.0,4.0,0,4,1,13,2,1,707,0,109,26010,0,19,0,,0,,,,,,,,,0,,118.0,129,0
COMPONENT1,5,0,3,0,2,0,34,0.0,0,3,5,14.0,7.0,15.0,20.0,8.3,26,0.0,0.0,2.0,0,12,1,240,3,0,1191,3,3,5533,0,9,5,0.3,0,,,,,,,,,0,14.2,117.1,1479,0
COMPONENT1,7,0,106,3,3,0,126,,0,0,3,9.0,6.0,8.0,17.0,5.6,13,0.0,0.0,11.0,0,20,0,15,0,0,653,4,18,6175,1,6,1,0.2,0,,,,,,,,,0,10.0,75.84,742,1
COMPONENT3,68,0,3,385,0,0,3439,0.0,0,5,292,,,,,,406,,0.0,2.0,0,2,5,0,1,15,748,0,352,29450,0,5,0,,0,,,,,,,,,0,,138.3,206,0
COMPONENT2,9,0,3,13,0,0,3115,0.0,0,4,151,,,,,,222,,0.0,0.0,0,2,2,1,2,0,339,0,14592,5118,0,18,0,,0,0.0,0.0,0.0,26.0,1040.0,6066.0,16857.0,26449.0,0,,60.2,440,0
COMPONENT3,4,0,3,76,0,0,108,0.0,0,8,8,,,,,,160,,0.0,0.0,0,7,2,0,2,0,117,2,57,9296,0,2,0,,0,,,,,,,,,0,,65.9,88,0
COMPONENT1,22,0,9,7,5,0,6,0.0,0,1,9,20.0,10.0,19.0,23.0,7.0,17,0.0,0.0,2.0,0,14,0,1,4,1,1014,3,13,12470,0,9,0,0.1,0,,,,,,,,,0,13.7,100.7,1389,0
COMPONENT3,4,0,3,1,0,0,47,0.0,0,1,1,,,,,,88,,0.0,,0,14,1,11,0,0,2059,1,202,25952,1,6,2,,0,,,,,,,,,0,,158.6,253,1
COMPONENT4,6,0,0,0,0,0,145,0.0,0,0,8,,,,,,10,,0.0,0.0,0,9,2,15,14,0,982,1,16,4510,0,3,0,,0,,,,,,,,,0,,67.6,1168,0
COMPONENT2,3,0,2,15,0,0,117,0.0,0,4,4,,,,,,24,,0.0,0.0,0,0,0,1,0,0,263,0,23,6249,0,4,0,,0,0.0,0.0,0.0,7.0,7.0,46.0,1210.0,24688.0,0,,62.3,369,0
COMPONENT2,2,0,0,1,0,0,7,0.0,0,0,7,,,,,,4,,0.0,2.0,0,0,0,0,0,0,383,1,45,1882,0,2,0,,0,0.0,2.0,2.0,112.0,174.0,1309.0,33109.0,41219.0,0,,46.2,572,0
COMPONENT2,5,0,2,181,0,0,14,0.0,0,0,3,,,,,,10,,0.0,0.0,0,0,0,0,2,0,320,0,10,5772,1,0,0,,0,1.0,2.0,2.0,226.0,378.0,737.0,11232.0,20756.0,0,,59.2,419,0
COMPONENT3,2,0,0,2,0,0,2863,0.0,0,0,3,,,,,,20,,0.0,2.0,0,14,0,0,36,0,642,0,52,18980,0,14,0,,0,,,,,,,,,0,,128.2,473,1
COMPONENT3,7,0,0,63,0,0,58,0.0,0,1,8,,,,,,187,,0.0,1.0,5,81,2,0,16,0,1095,0,247,26140,0,12,0,,0,,,,,,,,,0,,141.4,39,0
COMPONENT1,3,0,1,15,0,0,133,,0,1,58,10.0,6.0,10.0,18.0,8.0,70,0.0,0.0,2.0,0,6,1,2,7,0,663,13,16,2895,0,30,19,0.5,0,,,,,,,,,0,13.1,94.5,798,0
COMPONENT1,3,0,1,3,0,0,3397,0.0,0,0,10,12.0,8.0,11.0,24.0,8.1,60,0.0,0.0,,0,14,0,0,6,0,1054,6,12,3718,0,10,0,2.4,0,,,,,,,,,0,12.8,92.4,1063,0
COMPONENT1,5,0,1,15,1,0,125,0.0,0,2,0,13.0,6.0,13.0,17.0,7.0,16,0.0,0.0,3.0,0,980,0,62,8,0,1067,1,7,3129,1,4,0,0.1,0,,,,,,,,,0,13.6,100.9,1155,0
COMPONENT3,3,0,0,2,0,0,46,0.0,0,0,1,,,,,,143,,0.1,1.0,0,2,1,2,3,0,495,0,350,29470,0,3,0,,0,,,,,,,,,0,,136.0,25,0
COMPONENT3,4,0,9,71,0,0,3349,0.0,0,8,1,,,,,,436,,0.0,4.0,0,2,4,0,2,0,1082,0,347,23000,0,109,0,,2,,,,,,,,,0,,137.3,10,1
COMPONENT3,30,0,3,4,0,0,2187,0.0,0,3,53,,,,,,254,,0.0,1.0,0,1,3,0,0,3,464,0,294,17360,1,4,0,,0,,,,,,,,,0,,142.0,57,0
COMPONENT3,4,0,1,22,2,0,153,0.0,0,2,6,,,,,,312,,0.0,,0,5,2,3,0,0,2204,0,26,30021,1,2,1,,0,,,,,,,,,0,,146.0,33,0
COMPONENT4,5,0,0,2,0,0,39,0.0,0,0,199,,,,,,9,,0.0,2.0,0,11,0,231,5,0,1268,0,3,5182,1,4,0,,0,,,,,,,,,0,,93.9,1347,0
COMPONENT1,4,0,0,2,0,0,57,,0,18,28,21.0,8.0,12.0,27.0,9.3,95,0.0,0.0,7.0,0,453,1,0,2,1,806,7,26,6857,1,14,2,2.0,0,,,,,,,,,0,,121.4,1110,0
COMPONENT2,5,0,1,3,0,0,7,,0,1,72,,,,,,27,,0.0,4.0,0,4,0,1,1,0,220,2,26,4062,1,1,1,,0,0.0,0.0,4.0,17.0,24.0,173.0,9292.0,37312.0,0,,45.3,258,0
COMPONENT1,8,0,10,216,0,0,2873,0.0,0,0,4,12.0,7.0,11.0,19.0,9.7,19,0.0,0.0,1.0,0,9,0,25,0,0,774,1,5,7426,2,6,0,0.2,0,,,,,,,,,0,14.9,123.6,859,0
COMPONENT1,2,0,0,6,0,0,340,0.0,0,0,4,14.0,6.0,12.0,20.0,8.0,18,0.0,0.0,1.0,0,8,0,42,4,0,876,0,8,8925,0,10,0,0.8,0,,,,,,,,,0,13.5,94.6,991,0
COMPONENT1,6,0,0,7,0,0,22,0.0,0,0,2,15.0,8.0,12.0,18.0,8.1,13,0.0,0.0,2.0,0,276,0,2,0,0,1141,2,9,7156,1,5,1,0.4,1,,,,,,,,,0,13.0,90.3,1280,0
COMPONENT3,3,0,2,119,0,0,3423,0.0,0,0,32,,,,,,102,,0.0,2.0,0,11,2,0,18,3,1134,4,163,4091,0,64,0,,0,,,,,,,,,0,,110.7,1256,0
COMPONENT1,5,0,3,3,0,0,1031,0.0,0,2,0,15.0,8.0,12.0,19.0,8.0,18,0.0,0.0,3.0,0,272,0,1,2,0,1290,3,4,6920,0,5,0,0.7,0,,,,,,,,,1,13.8,96.2,1452,0
COMPONENT3,3,0,1,23,0,0,40,0.0,0,4,18,,,,,,180,,0.0,0.0,3,10,7,7,16,6,1123,0,190,3628,0,12,0,,0,,,,,,,,,0,,60.0,1415,0
COMPONENT1,14,0,0,16,0,0,131,0.0,0,0,3,17.0,5.0,10.0,19.0,8.3,7,0.0,0.0,2.0,0,8,0,40,3,0,955,1,13,10530,0,13,0,0.6,0,,,,,,,,,0,15.0,107.8,1121,0
COMPONENT3,3,0,3,1,0,0,41,0.0,0,2,0,,,,,,102,,0.0,2.0,0,0,1,0,1,0,1010,0,1173,28410,0,5,0,,0,,,,,,,,,0,,150.8,18,1
COMPONENT3,4,0,2,0,0,0,3224,0.0,0,0,0,,,,,,8,,0.0,2.0,0,3,0,0,0,0,213,0,10,14030,0,2,0,,0,,,,,,,,,0,,140.1,9,0
COMPONENT3,1,0,2,141,0,0,4164,0.0,0,0,8,,,,,,33,,0.0,0.0,0,10,1,0,30,0,1304,0,40,4277,0,62,0,,0,,,,,,,,,0,,111.2,1216,0
COMPONENT3,2,0,4,512,0,0,4639,0.0,0,2,1,,,,,,100,,0.0,,0,1,22,8,5,1,398,0,671,9939,0,4,0,,0,,,,,,,,,0,,199.6,26,0
COMPONENT3,5,0,1,180,0,0,24,0.0,0,0,15,,,,,,88,,0.0,0.0,0,0,0,0,0,0,1206,0,73,22300,0,0,0,,0,,,,,,,,,0,,134.9,15,0
COMPONENT3,6,0,0,16,0,0,2294,0.0,0,2,3,,,,,,58,,0.0,0.0,0,4,1,0,0,0,693,0,258,25030,2,3,0,,0,,,,,,,,,0,,144.2,19,0
COMPONENT2,3,0,35,4,2,0,8,0.0,0,0,8,,,,,,5,,0.0,0.0,0,4,0,0,0,0,441,0,5,2291,1,1,0,,0,0.0,0.0,0.0,2.0,4.0,30.0,2292.0,30322.0,0,,48.5,679,0
COMPONENT2,5,0,6,196,0,0,2712,,0,0,25,,,,,,5,,0.0,0.0,0,4,0,0,1,0,246,9,20,6639,0,3,27,,0,0.0,0.0,1.0,16.0,22.0,,,,0,,38.3,171,0
COMPONENT3,5,0,0,3,0,0,23,0.0,0,0,0,,,,,,60,,0.0,1.0,0,2,0,0,4,0,476,0,47,24720,0,4,0,,0,,,,,,,,,0,,151.3,7,0
COMPONENT3,1,0,2,4,0,0,3218,0.0,0,0,0,,,,,,2,,0.0,0.0,0,0,0,0,0,0,143,0,5,17990,0,0,0,,0,,,,,,,,,0,,139.6,35,0
COMPONENT3,5,0,2,4,0,0,4284,0.0,0,3,1,,,,,,144,,0.0,,0,1,2,18,4,0,1964,0,66,31380,3,14,0,,0,,,,,,,,,0,,186.5,46,0
COMPONENT3,7,0,1,11,1,0,94,0.0,4,0,1,,,,,,18,,0.0,0.0,0,2,0,5,2,0,1674,0,25,28780,0,1,2,,0,,,,,,,,,0,,131.1,8,0
COMPONENT2,5,0,1,180,0,0,2,0.0,0,0,9,,,,,,4,,0.0,0.0,0,1,0,0,0,0,475,2,6,1263,0,2,0,,0,0.0,0.0,0.0,34.0,56.0,202.0,4215.0,8933.0,0,,43.9,716,0
COMPONENT1,4,0,0,11,0,0,59,0.0,0,0,0,14.0,5.0,14.0,18.0,9.5,1,0.0,0.0,1.0,0,11,0,178,1,0,1097,0,10,5906,0,5,0,0.0,0,,,,,,,,,0,14.4,118.1,1242,0
COMPONENT3,6,0,2,32,6,0,7,0.0,0,6,29,,,,,,182,,0.0,0.0,0,1,3,0,0,2,1309,0,63,20210,0,8,0,,0,,,,,,,,,0,,130.3,22,0
COMPONENT3,3,0,1,23,0,0,3121,0.0,1,1,41,,,,,,123,,0.0,,0,2,3,2,2,1,2483,2,80,29632,1,3,2,,0,,,,,,,,,0,,143.5,82,0
COMPONENT3,11,0,2,112,0,0,3234,0.0,0,2,5,,,,,,243,,0.0,0.0,0,0,4,1,3,0,838,0,6,31590,0,7,0,,0,,,,,,,,,0,,136.0,55,0
COMPONENT3,3,0,0,36,0,0,39,0.0,0,3,1,,,,,,484,,0.0,,2,9,7,2,2,0,1440,4,228,22654,5,10,0,,6,,,,,,,,,0,,149.9,33,0
COMPONENT3,7,0,2,34,0,0,3227,0.0,0,0,0,,,,,,74,,0.0,,0,2,0,0,1,0,279,1,457,19240,0,12,0,,0,,,,,,,,,0,,127.1,6,0
COMPONENT3,3,0,1,1,0,0,3849,0.0,0,2,4,,,,,,282,,0.0,0.0,0,1,3,7,6,0,2482,0,159,29870,0,7,0,,0,,,,,,,,,0,,141.4,55,0
COMPONENT3,19,0,3,16,2,0,2884,0.0,0,0,1,,,,,,52,,0.0,0.0,0,0,1,4,0,0,1606,0,7,21940,0,4,0,,0,,,,,,,,,0,,128.5,62,0
COMPONENT3,11,0,1,7,1,0,3988,0.0,1,1,2,,,,,,81,,0.0,2.0,0,3,6,18,5,0,2231,0,60,34460,0,2,0,,0,,,,,,,,,0,,134.5,90,0
COMPONENT1,3,0,4,19,0,1,2701,,0,2,4,13.0,8.0,15.0,20.0,10.5,18,0.0,0.0,11.0,0,16,1,196,3,1,1142,4,19,5527,2,11,6,0.3,0,,,,,,,,,0,14.3,113.6,1373,0
COMPONENT3,6,0,1,13,0,0,2977,0.0,0,6,166,,,,,,1332,,0.0,2.0,0,8,51,14,34,4,1151,0,4867,9293,0,37,11,,0,,,,,,,,,0,,71.5,1250,0
COMPONENT3,9,0,8,1,0,0,53,0.0,0,0,10,,,,,,26,,0.0,,0,0,1,0,4,0,1694,0,52,28180,0,13,0,,0,,,,,,,,,0,,166.2,90,0
COMPONENT1,6,0,5,137,0,0,3157,,0,1,5,17.0,9.0,14.0,22.0,11.0,15,0.0,0.0,6.0,0,25,1,1,0,0,1154,3,15,8878,0,9,1,0.7,0,,,,,,,,,0,13.6,105.7,1281,0
COMPONENT2,5,0,2,495,0,0,3410,0.0,0,0,21,,,,,,5,,0.0,0.0,0,1,0,0,0,0,412,0,10,1196,0,3,0,,0,0.0,0.0,0.0,7.0,9.0,38.0,1319.0,16062.0,0,,50.0,598,0
COMPONENT4,3,0,2,29,2,0,416,0.0,0,0,6,,,,,,27,,0.0,,0,12,0,38,4,0,875,2,28,4357,0,17,0,,0,,,,,,,,,0,,72.3,962,0
COMPONENT1,5,0,1,2,1,0,31,,0,1,19,15.0,9.0,16.0,21.0,10.8,19,0.0,0.0,17.0,0,15,1,171,2,0,1047,3,24,5754,1,11,2,0.4,0,,,,,,,,,0,14.2,113.0,1309,0
COMPONENT1,5,0,0,7,0,0,19,0.0,0,2,2,14.0,9.0,17.0,25.0,8.1,24,0.0,0.0,3.0,0,13,0,150,3,0,868,3,13,3857,0,35,0,1.1,0,,,,,,,,,0,13.9,109.1,1025,0
COMPONENT3,5,0,3,10,0,0,3148,0.0,0,1,21,,,,,,202,,0.0,0.0,0,8,4,1,2,0,1188,0,1185,9416,0,43,0,,0,,,,,,,,,0,,111.1,1438,0
COMPONENT3,1,0,2,107,0,0,169,0.0,0,0,0,,,,,,38,,0.0,,0,6,0,0,3,0,802,0,194,7721,0,41,3,,0,,,,,,,,,0,,108.5,749,0
COMPONENT3,2,0,2,27,0,0,149,0.0,0,1,3,,,,,,54,,0.0,,0,0,1,0,0,0,2360,0,221,28738,0,1,0,,0,,,,,,,,,0,,141.6,32,0
COMPONENT3,6,0,0,0,0,0,38,0.0,0,0,0,,,,,,73,,0.0,,0,0,0,0,4,0,2039,0,106,27060,0,14,0,,0,,,,,,,,,0,,188.8,27,0
COMPONENT2,17,0,1,6,1,0,199,,0,1,148,,,,,,180,,0.0,8.0,0,4,2,2,1,0,346,2,53,4761,2,5,1,,0,0.0,0.0,0.0,3.0,5.0,45.0,1469.0,31261.0,0,,54.4,400,0
COMPONENT1,6,0,0,18,0,0,643,0.0,0,0,0,10.0,4.0,9.0,16.0,8.2,4,0.0,0.0,3.0,0,8,0,0,2,0,906,1,11,4170,0,3,0,0.0,0,,,,,,,,,0,13.6,101.2,1032,0
COMPONENT1,2,0,2,191,0,0,6,0.0,0,2,22,14.0,5.0,11.0,17.0,7.9,18,0.0,0.0,,0,26,1,49,2,0,961,3,14,4328,2,11,3,0.1,1,,,,,,,,,1,13.3,99.8,1173,0
COMPONENT3,7,0,2,23,0,0,184,0.0,0,0,10,,,,,,73,,0.0,2.0,0,1,0,0,0,0,265,0,54,24460,0,4,0,,0,,,,,,,,,0,,133.4,48,0
COMPONENT1,8,0,0,7,2,0,271,0.0,0,0,1,19.0,7.0,16.0,21.0,9.7,20,0.0,0.0,6.0,0,10,0,258,3,0,1157,0,18,4583,0,6,0,0.1,0,,,,,,,,,0,14.7,119.4,1433,0
COMPONENT2,7,0,8,15,0,0,215,0.0,0,0,5,,,,,,7,,0.0,1.0,0,0,0,0,0,0,326,0,13,5300,0,2,0,,0,0.0,0.0,0.0,1.0,11.0,48.0,1659.0,2983.0,0,,56.2,462,0
COMPONENT3,1,0,1,0,0,0,128,0.0,0,2,2,,,,,,78,,0.0,,3,3,2,4,0,0,2352,0,240,25268,2,5,1,,0,,,,,,,,,0,,142.8,35,0
COMPONENT3,7,0,1,116,0,0,34,0.0,0,3,0,,,,,,76,,0.0,0.0,0,0,1,0,2,0,869,0,487,19930,0,24,0,,0,,,,,,,,,0,,130.3,23,0
COMPONENT3,3,0,5,7,0,0,3175,0.0,0,0,15,,,,,,68,,0.0,,0,12,8,2,12,0,1171,0,207,6633,0,18,0,,0,,,,,,,,,0,,111.9,1343,0
COMPONENT4,3,0,2,103,0,0,1545,0.0,0,0,2,,,,,,11,,0.0,0.0,0,661,0,37,23,0,1210,0,10,4304,0,4,0,,0,,,,,,,,,0,,65.3,1132,0
COMPONENT3,5,0,2,144,0,0,209,0.0,0,25,39,,,,,,1479,,0.0,,0,0,17,3,0,1,371,0,1918,12814,0,9,0,,0,,,,,,,,,0,,141.2,35,0
COMPONENT1,2,0,2,1,0,0,10,0.0,0,0,0,8.0,5.0,9.0,17.0,8.5,9,0.0,0.0,3.0,0,29,0,0,5,0,954,0,5,4349,0,3,0,0.2,0,,,,,,,,,0,13.9,100.7,1167,0
COMPONENT3,7,0,125,22,2,0,602,0.0,0,2,9,,,,,,464,,0.0,,0,5,5,3,0,1,1186,1,78,30304,1,4,2,,0,,,,,,,,,0,,137.2,141,1
COMPONENT3,8,0,3,334,0,0,2383,0.0,0,7,24,,,,,,285,,0.0,,0,1,7,1,0,2,277,0,9166,6624,0,35,0,,0,,,,,,,,,0,,181.6,41,0
COMPONENT1,9,0,1,18,0,0,2342,0.0,0,2,22,19.0,13.0,22.0,33.0,10.3,103,0.0,0.0,7.0,0,38,2,13,3,0,1207,60,18,7416,0,22,3,2.0,0,,,,,,,,,0,15.4,124.6,1530,0
COMPONENT3,4,0,5,135,0,0,3379,0.0,0,2,6,,,,,,215,,0.0,,0,54,3,8,2,1,1077,1,2534,8563,1,15,0,,0,,,,,,,,,0,,53.9,1202,0
COMPONENT3,3,0,0,166,0,0,3,0.0,0,0,1,,,,,,52,,0.0,0.0,0,1,0,0,2,0,193,0,31,10320,0,3,0,,0,,,,,,,,,0,,89.81,11,0
COMPONENT3,2,0,1,177,0,0,7,0.0,0,8,2,,,,,,655,,0.0,58.0,0,9,7,0,15,2,285,0,7512,23360,0,687,0,,9,,,,,,,,,0,,143.9,17,0
COMPONENT3,3,0,1,3,0,0,42,0.0,0,2,2,,,,,,242,,0.0,1.0,0,2,2,0,1,0,423,0,1308,20590,0,8,0,,0,,,,,,,,,0,,138.5,14,0
COMPONENT3,12,0,2,505,0,0,3722,0.0,0,2,4,,,,,,206,,0.0,4.0,0,4,3,7,1,0,354,0,841,18640,1,44,0,,2,,,,,,,,,1,,160.9,142,0
