AL,ANONYMOUS_1,CA,B,ZN,P,MO,FTBN,S,PQINDEX,FE,MG,V40,V100,FH2O,NA,K,SOOTPERCENTAGE,ANONYMOUS_2,CU,Y_LABEL
9,1340,3223,90,1259,1005,0,7.8,6320,7,11,247,95.1,13.3,13.0,2,0.0,0.4,200,1,0
3,1574,4179,5,1068,1102,2,9.0,4119,5,12,26,97.6,13.3,10.0,2,2.0,0.1,358,1,0
4,7132,4043,21,1137,1144,3,8.4,4647,5,15,12,100.0,13.3,11.0,7,0.0,0.3,342,4,0
0,1373,43,8,1371,1184,240,9.2,5728,14,13,9,108.0,13.8,15.0,3,2.0,0.5,200,1,0
4,1373,2382,5,1051,943,0,9.8,11320,5,6,7,96.5,14.0,11.0,0,5.0,0.1,200,0,0
2,5965,3631,13,1261,1031,7,9.2,6011,11,45,25,102.1,13.8,12.0,9,13.0,0.4,620,30,0
1,4219,69,3,1002,860,101,4.9,10780,11,20,1302,93.6,12.7,13.0,4,0.0,0.7,200,2,0
0,1306,121,11,1258,1151,48,8.5,9711,4,6,7,94.4,12.2,15.0,1,0.0,0.0,506,2,1
3,3795,3645,172,1384,1179,2,8.1,6566,9,12,216,87.0,12.6,10.0,2,2.0,0.0,200,1,0
2,5317,2443,4,1246,1041,3,9.3,6418,17,54,12,105.3,14.4,11.0,4,2.0,0.8,200,9,0
4,1352,3032,1,1050,972,40,8.5,5543,45,53,28,106.7,14.1,17.0,3,2.0,1.2,200,9,0
12,3403,3224,95,1146,1004,0,8.9,4634,13,5,19,100.1,13.6,12.0,3,2.0,0.0,200,0,0
2,4503,396,4,1585,1248,280,10.8,4750,15,26,10,113.6,14.0,20.0,3,5.0,0.5,200,2,1
2,1000,2566,1,885,740,2,7.6,4449,5,26,12,98.3,13.6,12.0,4,3.0,0.9,200,2,0
4,1549,3316,128,1175,1011,47,8.0,10680,14,41,9,97.4,13.4,17.0,2,2.0,1.1,200,3,0
3,2299,23,2,976,880,47,10.5,7190,14,26,7,129.8,15.7,18.0,3,2.0,1.5,1499,2,0
8,2711,2828,118,1076,914,1,9.0,11660,10,6,9,96.4,13.5,12.0,1,2.0,0.1,200,0,0
0,1343,136,22,1122,972,40,8.3,9100,20,29,10,98.4,13.9,15.0,4,1.0,0.8,200,3,0
0,4158,126,17,1138,924,7,8.9,6539,22,9,15,88.8,12.6,12.0,0,3.0,0.0,200,3,0
1,3417,6,0,973,777,168,10.3,3445,5,14,424,116.7,14.2,15.0,3,3.0,0.4,200,2,1
7,2414,22,171,1013,872,12,7.4,8026,15,29,13,82.0,11.8,18.0,2,10.0,0.5,200,2,0
0,1405,112,15,1090,901,26,8.9,10460,27,16,6,94.2,13.2,17.0,0,0.0,0.4,605,2,0
8,1000,2755,142,1338,1245,200,11.6,5791,5,5,33,115.4,13.9,16.0,3,3.0,0.0,200,46,0
0,3625,54,3,1171,1001,4,8.2,4317,11,38,12,102.8,13.7,10.0,9,1.0,0.2,200,15,0
6,4362,2404,294,1161,938,4,9.4,3693,14,63,14,102.0,13.3,11.0,4,5.0,0.6,200,13,0
3,1351,43,2,1021,859,0,7.5,5640,10,19,8,102.3,13.3,12.0,1,2.0,0.5,551,2,0
6,3067,39,191,1333,1142,21,8.6,5748,11,17,245,93.1,13.0,11.0,0,0.0,0.2,200,1,0
2,3760,3396,0,956,862,0,8.4,3802,5,20,10,100.8,13.4,8.0,3,2.0,1.8,424,2,0
6,1674,3388,170,1084,916,36,8.5,4101,12,26,22,92.4,12.7,21.0,5,4.0,0.1,200,21,0
4,3448,64,15,1199,962,6,7.6,12560,10,42,12,98.6,13.5,15.0,6,2.0,1.5,200,6,0
3,1686,3002,163,1166,1019,64,8.6,6929,1,12,4,122.4,15.0,12.0,0,3.0,0.1,550,1,0
2,3802,125,0,903,783,5,0.0,4214,47,229,12,123.4,17.3,86.0,3,2.0,6.4,568,69,0
3,1940,3618,24,1117,1065,10,8.3,3343,12,37,11,92.1,12.6,9.0,6,1.0,0.8,389,6,0
0,3064,67,24,1291,1049,7,7.6,4483,22,46,16,107.2,14.1,22.0,116,2.0,0.3,200,16,0
4,3065,3191,152,1025,904,172,9.7,3909,11,10,456,126.5,15.0,13.0,2,3.0,0.4,200,2,0
4,2127,3902,515,1203,953,0,8.5,3522,6,17,11,85.3,12.0,12.0,8,0.0,0.0,200,9,0
0,8364,3480,113,1071,881,1,7.4,3855,15,40,11,94.6,12.9,42.0,4,3.0,2.8,564,16,0
6,1378,2649,194,1145,1014,5,8.6,6474,6,9,12,114.0,13.8,13.0,2,2.0,0.0,200,5,0
3,2419,3133,68,924,811,32,10.7,2936,5,10,9,96.7,12.8,11.0,1,8.0,0.4,320,0,0
4,1418,3218,23,1070,868,9,7.7,3947,12,36,30,96.3,12.9,15.0,7,11.0,0.4,200,42,0
1,2033,4289,133,1393,1146,229,8.7,5255,19,41,17,114.8,14.6,18.0,4,3.0,1.9,407,7,0
3,2252,4112,1,1188,1014,0,8.4,4635,5,8,13,98.8,13.4,8.0,5,2.0,0.1,375,0,0
0,1359,48,33,1287,1067,223,10.3,3895,12,22,8,130.6,15.3,17.0,1,6.0,0.4,200,1,1
3,2400,2793,85,909,779,4,5.7,5449,21,58,22,129.9,15.8,21.0,0,3.0,2.4,200,9,0
3,4617,25,0,1291,992,2,8.4,5236,12,8,255,80.1,12.0,13.0,0,2.0,0.2,200,1,1
1,4872,2732,4,1080,891,0,6.5,4008,11,37,13,90.9,12.6,19.0,4,2.0,2.5,200,35,0
0,8109,3,3,989,831,33,7.9,5347,3,34,28,92.2,12.9,18.0,3,0.0,1.2,200,3,0
0,6193,80,14,1318,1148,239,8.8,5017,16,9,13,106.7,13.6,15.0,3,3.0,0.2,200,1,0
0,5198,34,11,1151,1042,58,8.3,8157,18,17,11,112.2,13.8,14.0,3,0.0,0.5,200,2,0
72,3533,31,5,1008,923,0,8.2,3515,8,15,8,83.7,11.8,10.0,0,0.0,0.5,200,0,1
0,1545,123,14,1455,1254,3,10.6,9172,15,28,11,101.0,13.9,12.0,0,3.0,0.8,200,2,0
2,2390,2786,429,1037,907,37,8.1,9523,20,19,8,113.1,15.3,20.0,1,8.0,1.8,200,20,0
3,1166,3266,14,1015,1079,2,8.9,3892,5,9,10,104.9,13.9,9.0,2,2.0,0.9,366,0,0
0,1647,74,0,1210,979,0,7.7,3969,11,51,19,89.0,12.3,11.0,1,0.0,0.6,200,17,0
2,1326,56,5,1166,838,155,9.9,3940,10,42,409,112.3,14.2,17.0,2,5.0,1.0,526,12,0
2,5057,16,0,1349,1130,0,8.2,5273,5,17,14,101.0,13.7,8.0,5,1.0,0.4,200,1,0
5,3515,2870,378,1098,959,39,8.2,5487,13,40,9,111.0,14.2,14.0,4,8.0,0.4,200,3,0
2,1305,1723,3,1287,1088,4,9.3,6521,17,4,21,109.4,13.6,17.0,0,4.0,0.0,375,2,0
8,2394,3293,0,970,777,0,7.9,3993,15,19,14,96.2,13.4,11.0,5,4.0,0.9,200,2,0
2,1338,15,41,1139,993,1,8.5,8058,5,18,13,95.1,13.3,10.0,4,4.0,0.3,200,3,0
11,1802,3324,196,1086,945,30,10.2,4594,10,43,81,90.0,13.4,14.0,11,2.0,0.4,200,5,0
2,2400,3184,0,1320,1112,211,9.1,5396,4,15,13,111.7,14.1,17.0,3,7.0,0.4,200,2,0
1,5339,40,11,1043,933,0,8.1,4222,6,13,17,95.7,13.2,10.0,2,2.0,0.3,1075,1,0
93,1000,364,24,1111,936,0,8.2,4014,5,9,15,101.3,13.8,10.0,2,0.0,0.4,200,0,1
0,1642,20,149,1573,1194,274,9.4,4941,18,20,16,119.7,14.5,18.0,1,3.0,0.1,200,0,0
0,2026,2568,1,1063,914,1,8.5,4360,5,21,13,85.6,12.0,10.0,3,4.0,0.2,200,9,0
0,7698,17,11,1232,1065,219,9.1,5020,0,9,12,113.7,14.4,14.0,3,3.0,0.2,200,1,0
4,1600,3352,117,1013,799,0,8.0,3449,16,29,6,85.2,12.1,11.0,6,4.0,0.3,200,11,0
4,2281,2564,108,1051,983,5,7.1,3676,14,20,13,76.7,11.1,16.0,0,2.0,0.8,200,2,1
5,5218,109,6,981,814,0,8.8,3870,6,9,10,101.4,13.8,9.0,3,2.0,0.3,620,0,0
0,6557,5,0,1446,1272,24,9.0,5829,11,70,271,96.4,13.3,11.0,0,1.0,0.2,200,0,0
3,5427,3858,487,952,750,4,8.8,3676,5,13,63,90.0,12.6,11.0,3,3.0,0.1,375,5,0
5,1313,2911,136,1153,979,52,8.4,6403,21,48,24,122.5,15.0,15.0,3,2.0,0.4,200,2,0
320,6348,33,87,944,748,2,7.5,3632,11,61,67,88.1,12.0,11.0,4,3.0,0.5,200,41,1
0,1728,132,0,924,794,0,8.2,3698,5,18,24,97.0,13.4,9.0,3,6.0,0.4,550,4,0
2,3774,3206,476,1125,1033,216,8.9,4025,18,16,28,101.9,13.0,16.0,0,3.0,0.6,200,3,0
1,1814,133,9,1160,927,3,8.5,3784,8,31,15,88.0,12.3,21.0,9,1.0,0.2,1014,26,0
3,1289,2098,3,1470,1131,64,7.5,5898,150,186,170,119.7,15.8,20.0,5,3.0,1.4,200,2,0
0,1338,131,18,1477,1252,267,9.3,4923,9,21,11,99.1,13.0,14.0,2,3.0,0.4,200,2,0
0,3106,2943,32,1113,887,0,7.5,3758,5,36,12,91.7,12.6,15.0,3,2.0,1.6,200,29,0
2,1341,3250,2,1000,888,0,8.8,3943,13,6,9,100.6,13.3,11.0,4,2.0,0.0,541,3,0
0,2159,59,50,1164,1005,0,9.1,5046,1,13,69,91.5,13.5,16.0,6,4.0,0.0,200,85,0
4,1382,2717,4,1409,1151,2,11.2,7890,6,20,9,108.9,14.1,15.0,2,6.0,1.1,407,4,0
3,2586,2789,124,1105,1067,0,8.1,11420,26,17,11,96.6,13.5,12.0,5,1.0,0.1,200,2,0
0,1084,24,2,1304,1122,248,8.2,4349,17,16,13,124.0,14.9,14.0,2,2.0,0.4,200,1,0
7,3507,3491,306,1038,816,29,8.6,5541,16,45,34,104.5,13.6,21.0,4,8.0,0.3,235,11,0
3,1486,52,4,1121,904,0,8.1,11040,8,51,12,90.1,12.7,13.0,7,2.0,0.4,200,6,0
1,1709,2908,254,1176,924,183,10.7,4256,9,34,449,120.7,15.0,18.0,3,4.0,1.0,200,5,0
0,2122,28,189,1457,1267,1,9.2,7983,16,9,317,99.7,13.3,13.0,1,3.0,0.2,200,1,1
0,1000,92,8,1283,1136,0,8.5,6494,0,6,258,91.3,12.6,14.0,1,2.0,0.0,200,0,0
1,1391,32,0,1207,949,4,8.3,6928,16,29,5,87.5,12.4,12.0,6,2.0,0.2,200,5,0
2,1875,2576,0,911,863,40,9.9,4537,25,28,9,116.1,14.6,14.0,0,0.0,1.1,200,2,0
0,1317,135,19,1027,844,167,11.0,3653,12,27,432,118.7,14.9,17.0,1,3.0,1.1,517,6,0
1,2353,12,15,927,868,38,8.5,6868,7,7,7,101.5,14.2,13.0,0,2.0,0.4,200,2,0
33,3093,94,18,1044,970,87,9.1,5130,15,5,8,86.4,13.0,14.0,1,0.0,0.2,200,1,1
6,3076,319,5,1314,1108,232,9.8,4571,15,3,13,116.9,14.3,15.0,2,2.0,0.0,200,7,0
0,1325,24,1,1096,927,4,7.8,4364,5,22,12,92.4,12.5,13.0,3,2.0,1.0,200,7,0
5,1382,14,1,966,863,19,5.4,10280,10,24,12,93.6,12.5,11.0,1,2.0,1.0,200,2,0
2,3660,132,14,1251,1037,0,9.8,7179,24,41,13,103.0,14.0,13.0,3,10.0,0.5,200,58,0
3,3251,2978,355,1366,1076,3,9.3,4796,11,10,295,94.5,13.3,15.0,2,0.0,0.3,375,0,0
4,3121,2598,317,1110,960,0,7.9,4221,5,9,11,102.1,13.3,10.0,4,2.0,0.4,200,0,1
103,1728,116,134,1065,875,167,9.5,3587,9,20,429,118.9,14.2,13.0,3,2.0,0.2,200,3,1
11,1527,2810,6,1034,861,184,10.8,3837,8,17,397,123.3,14.7,16.0,4,2.0,0.5,375,1,0
6,1672,2784,86,1455,1252,271,9.0,5074,6,29,16,120.4,14.8,19.0,4,17.0,1.0,200,4,0
57,1162,28,0,986,901,0,8.3,3494,24,24,16,88.8,13.3,10.0,4,5.0,0.2,362,8,1
11,2405,2806,142,900,750,155,11.0,3275,7,26,383,138.7,16.2,18.0,2,9.0,1.5,200,4,0
5,1175,2479,1,1209,1062,0,9.3,10020,7,7,11,88.8,12.4,12.0,4,3.0,0.2,375,0,0
0,1404,31,1,1425,1248,244,9.2,4468,2,12,12,114.9,14.4,16.0,1,3.0,0.4,424,2,0
3,6193,3133,173,1117,939,0,6.4,4145,8,8,9,104.9,14.0,13.0,8,1.0,0.4,200,0,0
7,2621,2457,22,1071,917,35,7.8,3358,9,3,13,113.0,15.3,15.0,1,0.0,0.0,200,0,0
2,1353,14,2,1000,828,84,7.2,8144,11,25,9,105.6,13.3,12.0,1,3.0,0.4,375,2,0
2,1749,3917,2,1017,913,8,8.4,4094,6,8,11,103.9,13.7,12.0,4,0.0,1.2,401,0,0
6,2249,1307,61,1412,1149,0,8.5,4570,6,46,18,121.4,15.4,17.0,3,4.0,0.5,200,16,0
0,2375,135,18,914,726,136,10.7,3688,11,26,355,105.2,13.7,16.0,2,4.0,1.1,200,3,0
2,1196,3459,0,1182,1016,46,8.8,11330,69,13,16,100.0,13.6,19.0,2,18.0,0.2,200,2,0
3,7298,3171,15,964,744,144,10.2,3241,8,26,371,115.5,14.2,13.0,3,4.0,0.7,200,8,0
8,1583,3086,80,938,823,128,9.7,4265,10,15,332,122.3,14.9,15.0,2,0.0,1.0,200,4,0
0,2376,23,3,951,743,152,10.0,3508,25,10,393,124.8,15.1,14.0,3,3.0,0.8,200,1,0
1,1210,20,57,1370,1135,4,9.2,5847,18,23,28,144.0,16.4,20.0,4,3.0,0.9,410,0,0
1,2089,68,8,787,632,73,7.6,2843,13,22,13,93.3,12.6,11.0,11,4.0,0.1,200,27,0
3,1725,363,8,1012,884,41,7.8,8388,13,23,12,91.4,12.9,15.0,0,3.0,1.0,925,4,0
15,1196,2206,1,1039,875,5,7.7,3409,7,55,12,79.3,12.4,11.0,3,6.0,0.7,396,18,0
5,1418,9,1,1141,973,58,7.6,9515,16,59,7,123.7,15.1,17.0,2,3.0,1.8,200,7,0
6,5001,10,175,1017,819,153,10.0,3405,3,24,402,117.7,14.6,14.0,3,5.0,0.4,200,4,0
6,1427,2478,4,856,715,5,7.7,3458,7,30,14,98.6,13.4,10.0,8,10.0,0.3,627,12,0
10,5122,30,89,1395,1183,2,8.7,6779,14,21,277,103.5,14.1,16.0,1,2.0,0.4,200,3,0
3,5188,77,2,1294,1028,101,9.7,7616,10,60,12,106.5,14.2,15.0,2,1.0,1.1,200,5,0
1,6516,17,14,1074,846,178,10.0,3863,7,15,461,125.7,14.9,14.0,3,11.0,0.3,200,1,0
2,3814,754,39,1406,1185,275,8.1,5133,16,22,13,112.7,14.0,15.0,2,2.0,1.1,3000,9,0
7,6019,2718,219,939,859,164,7.1,3687,17,11,483,118.4,14.3,18.0,4,5.0,1.0,200,3,0
232,1709,125,9,953,798,157,10.8,4459,13,25,468,102.9,13.6,17.0,2,3.0,1.4,547,4,1
2,1383,134,19,1358,1210,241,9.8,5559,9,23,21,118.8,14.3,17.0,3,2.0,0.6,583,13,0
1,5902,3078,114,1066,895,0,8.0,4261,5,20,11,97.9,13.5,10.0,3,2.0,1.1,550,3,0
10,1401,3008,89,1160,983,13,7.5,4267,7,59,14,86.9,12.2,12.0,3,2.0,1.1,200,2,0
2,1949,10,19,1044,853,93,6.6,7203,13,13,42,105.1,14.0,10.0,3,2.0,0.2,200,2,1
3,2302,2973,306,1065,861,0,8.2,4174,11,23,11,100.1,13.6,9.0,2,2.0,0.6,375,0,0
2,1349,39,1,1436,1236,260,9.8,4527,3,7,30,107.0,13.5,17.0,0,7.0,0.0,200,1,0
0,2017,20,2,1304,1087,0,8.1,6175,2,14,256,102.1,13.9,32.0,3,2.0,0.2,375,0,0
1,6410,14,4,695,540,106,8.9,2733,28,18,273,71.8,10.7,13.0,1,3.0,0.8,200,2,0
2,2367,3201,3,1204,1021,5,8.1,4655,5,30,10,97.5,13.3,13.0,6,3.0,1.1,200,2,0
2,5313,55,6,1046,878,2,8.7,4264,12,19,11,99.4,13.4,12.0,9,20.0,0.1,4400,5,0
0,2092,30,3,1277,1096,248,9.1,4590,19,8,11,102.1,13.1,16.0,3,2.0,0.0,200,2,0
0,4136,3318,111,1050,821,1,8.1,4240,5,34,13,96.5,13.2,12.0,2,3.0,1.3,1098,4,0
5,9250,3943,72,969,893,36,9.2,2652,6,12,9,98.4,13.0,9.0,0,3.0,1.1,420,0,0
3,3822,118,39,1144,883,45,8.2,10750,61,25,25,83.2,12.0,15.0,4,3.0,0.2,200,6,0
11,1564,2697,190,1039,904,39,8.7,8476,0,14,10,108.5,14.1,14.0,3,4.0,0.4,442,0,0
2,1719,51,164,1527,1170,232,8.7,4809,3,32,12,115.9,15.1,17.0,3,3.0,1.2,200,6,0
6,2087,3507,194,1175,940,184,10.7,4762,8,23,453,124.4,15.0,14.0,2,3.0,0.7,200,3,0
0,2088,78,0,1148,940,0,8.3,4284,11,42,15,86.5,12.4,14.0,1,8.0,0.4,200,32,0
0,2733,23,2,1014,879,0,8.6,3422,8,11,17,89.3,13.2,12.0,3,3.0,0.0,533,5,0
0,2883,56,2,940,798,2,7.7,8381,5,19,10,91.9,12.9,9.0,0,4.0,0.5,200,3,0
12,1189,1290,5,991,811,0,8.2,3948,10,11,8,95.2,12.8,10.0,3,2.0,0.3,389,0,0
1,1844,2855,13,900,754,1,10.4,7976,8,38,13,96.1,13.6,13.0,5,3.0,1.0,200,6,0
5,1356,111,2,1255,1063,3,8.6,7714,11,7,15,89.8,12.5,12.0,1,1.0,0.1,556,1,0
0,5355,12,10,1040,959,43,8.4,9678,6,13,8,99.5,13.6,16.0,2,20.0,0.6,200,2,0
3,1749,3048,4,1192,1026,6,8.2,5628,7,42,12,90.7,12.4,11.0,6,3.0,1.1,361,7,0
4,4110,103,7,1137,927,0,5.8,8739,19,27,224,113.7,14.5,10.0,4,1.0,0.4,200,30,0
2,5051,3669,544,1260,968,41,6.4,3398,12,44,834,89.5,13.7,12.0,2,6.0,0.4,375,10,0
2,8049,226,7,1023,837,2,7.5,3904,18,33,15,96.8,13.0,11.0,5,2.0,0.2,599,12,0
3,5028,37,0,1158,921,49,8.1,10410,36,41,14,83.7,11.4,17.0,0,6.0,1.3,200,3,1
1,6226,21,148,1074,972,39,6.8,8569,24,50,13,102.4,13.9,19.0,2,3.0,0.8,200,6,0
2,4703,3083,9,1206,985,38,7.8,4799,1,20,28,93.2,12.7,13.0,7,3.0,0.1,200,39,0
1,1703,6,149,1179,1006,200,9.0,4537,24,16,11,114.8,14.5,15.0,2,2.0,0.6,200,2,0
75,3060,172,128,1100,893,39,8.2,6717,25,55,11,122.1,15.2,16.0,3,7.0,2.0,200,4,1
4,1709,135,22,1320,1128,250,8.9,4615,1,13,11,115.8,14.4,15.0,3,0.0,0.4,200,2,0
0,2701,37,0,1088,879,12,7.9,10570,80,132,13,98.9,12.9,16.0,9,15.0,0.6,200,70,0
5,5027,209,32,1191,1007,1,8.0,7505,13,13,17,103.4,14.2,11.0,4,6.0,0.3,200,2,0
9,2561,0,193,1055,828,164,10.1,3835,11,31,407,98.4,12.9,14.0,3,2.0,1.1,200,3,0
2,1726,3186,10,1130,938,0,7.9,4832,5,12,13,101.2,13.7,9.0,14,2.0,0.3,200,2,0
2,6817,54,1,1322,1190,263,9.7,4856,16,5,14,117.1,14.6,20.0,2,4.0,0.0,200,2,0
0,4803,10,190,1278,1108,2,9.0,4949,41,49,269,90.1,13.2,17.0,0,5.0,0.7,200,7,0
103,2415,19,0,992,932,2,8.3,3454,5,14,9,91.4,12.7,10.0,4,1.0,0.3,200,3,1
3,1794,2227,1,1421,1168,254,9.3,5611,11,26,15,112.1,14.3,16.0,4,2.0,0.9,200,3,0
0,5909,18,1,1024,814,0,8.3,3884,5,17,14,98.9,13.6,9.0,2,2.0,0.4,909,0,0
0,2063,130,17,1090,969,4,7.1,4229,6,37,26,84.5,11.6,11.0,6,3.0,0.4,200,31,0
2,1755,2876,13,1003,884,56,11.2,6510,29,177,12,101.1,13.5,51.0,3,12.0,2.9,200,5,0
1,1189,16,0,1354,1090,254,8.7,4808,16,13,13,119.8,14.4,14.0,2,2.0,0.5,389,1,0
3,1354,3299,337,1601,1220,263,9.9,4681,6,53,11,115.1,14.3,16.0,3,7.0,0.8,200,113,0
4,1507,3269,140,1189,1019,55,8.6,9272,16,12,10,124.9,14.8,13.0,2,2.0,0.2,200,0,0
0,3455,137,10,1233,1041,2,8.8,8646,3,15,21,99.0,14.1,11.0,15,2.0,0.5,200,1,0
2,2057,262,19,1108,986,65,9.0,12470,14,12,6,103.8,13.2,15.0,2,2.0,0.4,200,6,0
1,1321,271,19,1007,837,41,8.3,3684,8,19,10,82.9,12.4,12.0,4,6.0,0.2,521,31,0
0,4975,33,6,1245,931,0,7.7,4028,5,15,11,102.6,14.1,10.0,2,0.0,0.4,200,3,0
2,2644,4,10,1198,1069,253,9.3,3288,13,13,13,120.6,14.7,14.0,0,6.0,1.0,200,1,0
3,2737,3384,0,886,864,97,7.5,5747,14,10,11,93.5,12.5,12.0,0,0.0,0.3,200,3,0
0,1847,170,21,1245,1025,207,9.0,4713,13,12,11,95.0,12.9,14.0,2,2.0,0.2,1047,2,0
4,3291,3071,148,1329,1155,2,8.8,4640,8,20,12,107.1,14.2,9.0,4,1.0,0.0,200,23,0
0,1795,21,134,633,547,40,7.6,7355,6,13,6,108.2,13.5,9.0,1,2.0,0.3,592,1,0
12,3550,3125,67,1347,1143,255,10.8,4450,12,26,10,118.3,14.6,16.0,2,6.0,1.1,200,3,0
2,6611,3413,66,1238,1052,228,9.0,4162,9,13,10,105.7,13.2,14.0,3,0.0,0.7,561,3,0
5,1190,2592,5,1468,1231,255,8.6,5231,14,43,14,116.5,14.8,15.0,2,2.0,1.6,200,5,0
0,5894,52,0,1226,1217,6,9.5,9817,17,9,16,98.0,13.2,13.0,0,3.0,0.1,200,2,0
0,1478,58,21,1072,919,41,7.2,4162,1,6,16,110.7,14.8,14.0,2,2.0,0.2,200,0,0
1,1884,129,15,1033,930,36,8.3,9210,12,8,12,92.2,12.1,15.0,1,0.0,0.2,1084,0,0
1,6077,602,11,878,755,149,10.2,3123,2,7,382,122.3,14.7,15.0,4,2.0,0.1,200,1,0
0,1377,140,18,1568,1165,252,9.0,4144,11,21,17,111.5,14.1,16.0,2,3.0,0.6,577,2,0
5,1338,2,0,1024,926,46,8.1,7434,11,28,11,114.6,14.5,15.0,3,4.0,1.2,200,5,0
6,1525,3526,169,1290,1046,246,9.1,4204,3,26,13,127.8,16.0,19.0,2,4.0,1.8,200,3,0
6,1486,3149,6,1225,1054,0,8.8,11440,12,30,12,85.8,12.4,10.0,4,2.0,0.2,200,2,0
1,1791,14,103,1130,976,57,7.7,7533,11,61,15,120.5,15.0,24.0,2,5.0,2.7,200,4,0
0,7241,2795,386,1383,1146,3,7.8,6520,13,22,237,96.8,13.5,12.0,1,4.0,0.7,200,3,0
0,2106,58,4,1325,1038,6,10.9,4450,13,35,41,115.9,14.5,15.0,2,4.0,1.5,550,41,0
5,2214,3252,135,1130,930,3,9.7,9264,7,29,16,111.0,12.8,13.0,3,0.0,1.1,200,7,0
5,1868,3515,89,914,952,36,9.5,2783,6,14,8,92.2,12.1,9.0,4,1.0,0.5,356,0,0
6,16238,3257,23,1046,898,2,10.0,4644,7,12,10,100.5,13.6,16.0,2,2.0,0.2,274,0,0
1,1798,58,18,785,714,28,8.4,7175,4,18,7,100.8,14.2,12.0,2,1.0,0.3,200,3,0
4,1185,2621,3,1312,1073,0,9.4,5420,74,8,262,94.7,13.4,13.0,2,0.0,0.0,385,3,0
7,2054,3250,143,1220,1031,2,7.4,6973,6,30,251,99.0,13.6,12.0,3,4.0,0.7,200,5,0
2,3964,66,5,878,716,33,6.2,9082,26,36,9,58.7,9.2,15.0,2,3.0,1.5,200,5,0
3,1157,3845,178,1208,1334,14,8.6,7046,5,7,10,100.8,13.4,10.0,3,0.0,0.3,357,0,0
4,1219,2514,21,1035,808,150,9.5,4025,8,11,377,122.7,14.8,12.0,1,2.0,0.2,200,2,0
0,3029,4,0,1457,1197,141,9.9,7055,9,44,16,112.5,14.9,20.0,2,2.0,0.9,2650,7,0
1,3865,3753,120,1263,1020,46,7.0,3750,13,56,901,86.3,12.8,11.0,3,6.0,0.3,472,43,0
4,3128,24,2,834,720,28,8.3,8704,4,9,12,96.6,13.3,12.0,0,2.0,0.2,538,1,0
3,1683,3138,75,968,852,2,8.2,6509,11,35,11,101.7,14.0,14.0,4,3.0,1.9,200,3,0
0,9974,75,0,1019,901,3,7.6,4321,11,20,14,101.0,13.7,11.0,5,3.0,0.1,1600,14,0
0,2403,41,4,1076,957,0,7.8,4346,5,14,18,93.3,12.8,9.0,3,1.0,0.7,529,2,0
0,2062,186,152,1032,823,167,10.2,3597,7,39,446,126.7,15.3,14.0,3,5.0,1.1,200,6,0
0,2045,157,18,1383,1133,253,8.9,4395,9,16,17,92.1,12.4,15.0,1,3.0,0.3,200,2,0
1,2400,60,3,1536,1180,61,6.6,6666,20,139,16,121.5,15.4,20.0,18,2.0,1.2,200,2,1
4,5951,2008,7,1128,1002,42,9.2,10170,15,33,54,101.8,13.0,13.0,2,2.0,0.6,200,9,0
3,2646,3284,419,1081,912,42,7.9,10350,21,27,17,112.1,15.4,17.0,2,3.0,2.0,200,15,0
1,2860,2725,376,1020,859,36,8.3,9626,3,13,8,106.3,14.6,16.0,1,5.0,0.9,200,4,0
0,3053,177,1,1221,1079,43,8.4,8544,6,15,11,101.1,13.0,17.0,2,12.0,0.6,200,4,0
4,1592,3299,174,1182,976,2,8.1,13180,7,13,10,83.3,12.2,11.0,6,3.0,0.1,200,0,0
3,1700,3794,404,1168,957,8,7.9,3625,13,38,266,84.5,13.0,13.0,2,4.0,0.5,550,11,0
4,1437,30,80,1346,1156,246,9.6,3940,13,8,13,111.6,13.9,18.0,2,3.0,0.1,200,1,0
0,4617,154,150,1138,1027,48,8.4,4903,18,28,10,101.4,13.5,15.0,3,13.0,0.5,200,6,0
5,1418,2483,1,1282,1080,4,8.1,4413,9,37,16,100.9,13.4,13.0,9,4.0,0.1,200,13,0
2,1651,6,2,1189,1069,3,9.2,5848,5,5,31,113.5,14.2,25.0,1,3.0,0.1,200,2,0
8,3382,3469,2,1026,935,0,9.3,8317,13,23,19,89.1,12.4,13.0,2,2.0,0.6,200,4,0
1,2113,3573,12,1130,1010,2,8.2,4053,9,29,12,100.3,13.6,12.0,0,3.0,1.6,634,7,0
7,1794,2390,184,1220,1056,36,9.1,5839,18,17,42,112.4,14.2,19.0,0,0.0,1.2,200,1,0
3,5617,128,0,1274,1109,1,8.1,5829,7,9,249,88.7,13.0,11.0,1,1.0,0.2,200,1,0
5,1000,2982,131,1025,825,5,7.4,3607,14,49,22,84.5,11.8,10.0,8,4.0,0.3,200,46,0
4,1354,3112,80,1792,1450,320,11.5,5524,6,53,17,137.7,16.4,25.0,5,10.0,2.5,550,6,0
0,2537,59,3,1083,870,0,7.6,4115,78,39,16,108.0,14.4,10.0,3,2.0,0.9,200,0,0
0,2789,33,4,1090,829,175,10.9,3942,5,11,465,122.9,14.9,16.0,2,11.0,0.5,200,2,0
3,2366,3667,355,866,742,75,6.5,4926,6,21,6,92.2,12.3,10.0,0,1.0,0.4,200,4,0
4,1445,3324,115,1098,948,0,8.7,4578,18,17,9,100.5,13.6,12.0,3,2.0,0.1,200,0,0
