CA,ANONYMOUS_1,AL,PQINDEX,P,FE,V40,ZN,B,S,SI,MO,NA,CU,ANONYMOUS_2,BA,MG,K,CR,MN,Y_LABEL
46,3097,0,3163,339,706,150.5,15,39,18040,157,0,2,6,200,1,19,4.0,19,8,0
3397,7050,2,121,993,152,61.7,1171,20,3711,9,2,4,39,200,0,7,0.0,1,4,0
90,5138,1,11,2515,36,142.7,11,7,41990,1,3,0,1,200,0,0,1.0,0,0,0
175,2322,0,215,2042,119,134.9,174,16,24043,14,2,2,57,1522,0,3,0.0,3,2,0
116,8436,0,96,478,279,143.7,36,0,25800,10,0,1,18,636,0,0,1.0,4,4,0
296,2015,2,98,1064,63,63.4,1243,6,4567,6,6,3,18,200,2,8,0.0,0,1,1
5,1351,4,75,1315,145,140.4,95,2,24240,2,0,3,133,200,0,1,0.0,3,4,0
3091,1043,3,265,388,294,130.2,164,3,17530,116,0,3,1,200,0,4,4.0,6,3,0
53,2909,1,130,702,1406,120.7,100,159,19880,11,9,15,15,200,0,23,2.0,6,8,0
63,2052,3,2426,159,53,131.7,7,1,7077,4,0,1,0,550,0,3,0.0,1,0,0
10,1786,0,99,646,37,136.8,43,4,20000,0,2,2,6,200,2,0,0.0,1,0,0
2362,3459,2,60,2331,48,182.7,41,6,33930,2,2,2,0,200,0,1,2.0,0,0,0
3193,1326,0,143,1037,99,128.7,2,87,21420,35,0,1,12,526,216,1,3.0,2,1,0
27,2096,2,71,853,88,145.1,825,3,7797,6,1,6,1,200,0,7,6.0,1,2,0
3196,1720,5,163,1064,149,127.5,9,149,19300,15,0,2,0,200,0,2,0.0,3,1,0
22,10237,2,500,717,55,172.4,58,0,16820,3,1,2,0,200,0,0,0.0,0,0,0
3399,4245,4,29,2476,1181,136.6,92,142,32720,4,4,2,3,200,0,1,0.0,3,9,0
48,1387,3,229,290,143,160.3,7,1,23090,14,0,0,0,587,3,0,3.0,1,2,1
385,3802,0,221,157,303,141.8,5,46,13760,11,0,0,0,200,0,0,2.0,2,2,0
3044,2402,6,38,980,39,64.4,1111,110,4206,7,2,0,14,200,0,8,0.0,1,0,0
61,2377,4,62,715,28,133.6,21,1,17590,2,3,0,0,200,0,0,0.0,0,0,0
211,4204,3,501,1016,145,61.7,1207,19,3600,8,2,4,12,550,0,8,0.0,2,3,0
3154,1685,10,186,2800,136,144.5,29,93,31191,7,2,1,1,200,1,1,1.0,3,2,0
32,2443,1,871,964,121,127.9,12,0,18430,4,0,7,1,200,0,2,7.0,2,1,1
3607,3448,1,87,132,177,150.5,12,6,18480,5,0,0,7,548,0,1,0.0,2,2,0
115,1709,11,337,510,207,141.3,7,4,17710,2,0,6,1,909,0,2,0.0,3,4,0
62,4154,0,33,2055,63,179.6,24,0,26110,15,1,1,5,200,0,6,1.0,1,1,0
22,1690,0,37,737,219,137.1,20,3,19840,5,0,2,19,200,0,1,1.0,5,3,0
17,1333,2,190,191,330,201.3,7,5,21226,2,1,0,3,352,0,1,0.0,4,3,0
11,2415,7,275,529,54,129.4,11,0,19640,1,0,3,0,900,0,1,2.0,1,0,0
144,1387,0,104,519,253,147.3,26,21,20010,10,0,0,12,200,0,6,1.0,3,3,0
42,1339,1,33,237,51,178.0,7,135,19020,1,0,0,10,200,0,0,2.0,0,0,0
2750,1542,6,70,219,90,133.7,17,208,15080,8,0,1,0,200,0,1,0.0,1,0,0
3110,2101,11,94,816,48,127.8,15,138,18660,0,0,0,0,200,0,0,1.0,1,0,0
21,6660,0,39,997,51,60.7,1094,8,4317,7,1,2,29,200,0,6,1.0,0,2,1
7,16215,8,43,451,128,155.9,42,171,16930,3,0,1,56,200,0,0,1.0,0,1,0
1478,1686,4,219,1889,217,146.1,15,30,28230,6,5,10,3,400,0,0,1.0,2,2,0
3580,2235,10,221,1025,49,131.7,6,121,20780,2,0,2,5,200,0,0,0.0,0,0,0
11,1529,2,109,990,264,129.4,55,23,15320,13,6,15,1,200,4,0,1.0,3,1,0
545,1711,0,69,159,51,163.2,39,6,10350,11,0,0,3,200,0,0,0.0,0,0,0
11,1574,5,365,1071,60,124.3,18,3,21440,3,0,4,0,200,2,0,1.0,0,0,0
54,1704,1,161,2319,119,142.8,175,9,28140,3,27,2,0,200,0,3,0.0,3,2,0
25,1326,1,90,619,78,171.9,34,1,19580,2,0,1,6,200,5,1,0.0,2,2,0
251,1732,0,395,948,73,61.9,1129,11,3570,7,3,3,23,200,0,7,3.0,0,4,0
3483,1739,3,36,485,113,131.4,35,400,19350,2,0,3,54,375,0,0,2.0,1,2,0
26,1321,2,2614,328,86,133.1,24,2,4570,6,0,4,0,521,4,0,0.0,2,2,0
2606,1394,56,26,2522,45,139.5,20,48,32140,0,4,3,1,200,2,1,0.0,0,0,1
3225,2577,4,24,485,48,151.7,18,131,27200,2,0,0,3,200,0,0,0.0,0,0,0
2701,2939,12,305,269,326,131.6,27,207,18920,132,0,6,1,200,0,28,3.0,13,4,0
15,5580,2,824,277,184,134.7,14,6,16820,5,0,2,0,230,0,1,1.0,5,4,0
134,2117,2,67,936,37,134.9,16,20,19700,2,0,0,0,1317,0,1,2.0,0,0,0
11,4033,1,35,357,16,145.6,20,1,17500,1,0,0,0,200,0,3,0.0,0,0,0
115,2383,1,188,968,40,135.0,18,42,22570,0,8,1,0,533,0,0,7.0,0,0,0
3442,1690,2,1435,937,782,92.6,38,409,20900,146,3,0,3,365,0,6,4.0,6,6,0
16,1707,14,11,614,11,248.3,259,0,14640,0,0,8,4,200,2,3,0.0,0,0,0
3262,1454,2,946,1836,514,153.3,175,105,28700,7,4,6,7,200,2,5,1.0,6,5,0
186,1303,0,61,988,42,125.3,7,24,19090,0,0,1,7,200,0,2,1.0,0,0,0
2400,3286,2,130,1084,120,58.0,1252,4,8933,9,3,2,6,200,1,6,2.0,0,2,0
121,2202,2,1423,1143,1029,69.9,1384,10,8815,37,15,7,13,1402,0,7,2.0,9,21,0
2350,1270,3,7,1306,9,126.2,80,12,21240,2,0,3,1,470,3,1,1.0,0,0,0
3,2375,0,61,1024,40,123.0,21,196,19960,3,1,0,0,200,0,0,0.0,1,0,0
3120,1320,4,14,2409,447,143.2,81,138,25930,3,2,1,1,200,0,4,0.0,3,3,0
231,3103,0,25,268,105,131.3,189,6,18900,3,0,1,282,200,2,5,2.0,1,3,0
3232,1245,4,35,950,34,64.2,1100,6,3520,7,0,2,35,200,5,9,0.0,0,0,0
15,2024,0,114,301,228,126.4,23,1,20800,19,0,0,17,554,0,0,0.0,2,2,0
2412,2409,0,8353,1173,1181,126.4,83,3,19210,755,2,3,138,200,0,9,13.0,15,16,0
3144,2854,4,406,867,117,131.5,31,392,19720,19,0,0,2,200,0,4,1.0,0,0,0
2403,2402,0,43,1041,24,131.2,56,5,21990,0,0,1,7,200,0,12,0.0,1,0,0
232,7610,1,411,2645,1669,146.4,99,139,32530,10,10,17,8,200,0,1,0.0,9,13,0
133,1683,2,98,300,133,143.0,32,13,19029,4,1,1,26,200,0,0,0.0,3,3,0
141,3931,128,181,226,319,137.0,55,188,22540,40,3,2,21,200,1,3,2.0,4,4,1
57,5354,8,20,2461,14,138.5,34,62,35580,2,4,0,1,200,0,0,2.0,0,0,0
2671,3932,6,813,471,129,141.9,16,366,17680,5,0,0,1,200,0,2,1.0,3,2,0
12,1335,3,144,740,48,132.5,20,160,16520,6,0,1,2,200,1,2,1.0,0,0,0
48,2758,2,649,239,539,136.6,86,1,16460,12,0,0,90,1950,0,0,0.0,7,7,0
24,5354,2,46,2188,70,137.0,12,4,34180,0,0,0,6,200,0,2,5.0,1,1,0
1862,4441,2,89,2646,141,132.8,42,14,38110,3,5,5,1,200,0,2,0.0,0,1,0
3289,1345,2,30,982,33,112.3,1219,103,9417,43,0,1,8,545,0,9,0.0,0,1,0
1150,2075,6,96,987,49,137.9,18,54,21360,2,0,2,1,200,0,0,1.0,1,0,1
10,2001,2,21,473,60,139.1,13,13,22720,3,0,1,9,200,0,0,1.0,1,0,0
2475,3213,2,356,970,79,146.1,603,3,8617,13,0,3,0,900,0,8,0.0,0,0,0
306,4093,5,88,907,46,137.1,8,31,22570,4,0,0,0,550,0,0,2.0,0,0,0
161,1347,0,703,435,117,139.9,13,0,12950,2,0,2,0,547,0,1,1.0,2,2,0
78,1363,5,325,1159,714,70.2,1485,3,9893,36,12,11,17,375,6,10,2.0,7,8,0
8,2435,1,121,291,74,148.0,9,56,21600,17,0,1,0,200,0,0,1.0,1,0,0
26,3361,0,22,411,167,64.5,87,2,5848,9,2,3,3,200,0,3,0.0,1,2,0
38,1326,9,203,1127,309,142.3,19,63,20390,4,1,4,35,526,2,0,2.0,7,7,0
23,4280,1,468,294,207,186.4,71,194,6700,4,3,9,0,200,0,3,226.0,4,3,1
25,2150,0,262,1073,432,57.4,1180,7,9038,14,3,2,136,200,0,8,1.0,4,6,0
26,3607,0,78,1155,39,69.8,976,0,7281,7,0,2,11,200,0,6,1.0,0,0,1
183,1345,0,62,2211,102,121.0,12,156,27750,1,3,0,2,200,0,0,0.0,0,1,0
2760,3285,4,123,967,169,62.6,1101,117,6338,18,2,0,4,375,0,5,0.0,1,2,0
19,1726,3,75,773,27,135.3,3,2,15850,0,0,0,3,375,2,0,0.0,0,0,0
50,9223,0,534,624,107,140.2,15,0,15590,2,0,4,0,200,0,1,1.0,1,3,0
343,1672,6,6349,1340,969,140.5,17,4,23920,1039,1,27,23,200,0,26,66.0,31,21,0
17,1382,11,474,419,105,162.3,13,9,15060,3,0,4,0,200,2,2,11.0,2,2,0
2399,2106,5,1171,1134,321,150.5,37,3,31400,28,0,6,0,375,0,11,11.0,5,7,0
3092,1738,2,172,307,545,131.7,280,3,7348,5,0,9,356,200,0,0,1.0,11,9,0
5,1720,0,144,1086,115,125.5,59,174,18630,12,7,1,0,200,2,21,1.0,2,0,0
28,2046,0,25,780,36,138.1,18,1,18520,4,0,0,8,200,0,0,1.0,0,0,0
12,5035,7,85,1841,106,130.5,171,0,26410,7,3,9,4,200,0,3,0.0,1,2,1
3360,1878,5,157,902,40,125.3,19,170,18760,1,1,2,0,200,0,2,0.0,0,0,0
3224,1363,4,484,1156,881,70.6,1439,92,10830,25,16,13,19,200,2,8,3.0,8,12,0
155,2417,2,8439,933,2866,144.5,5,20,22540,2944,0,33,8,1600,0,21,108.0,29,33,0
2802,2106,2,78,1134,330,103.1,250,4,23070,21,3,7,213,200,0,1,2.0,2,3,0
24,7333,0,15151,260,1891,137.4,263,0,21130,590,2,20,466,200,0,54,19.0,21,21,0
2440,4822,2,35,684,85,135.9,23,3,24770,2,0,1,2,200,0,2,2.0,0,2,0
222,1313,0,2622,1083,839,54.7,1322,0,3842,20,10,11,114,550,0,12,1.0,4,46,0
86,2438,0,16,1115,14,55.5,1400,4,3178,7,0,23,9,550,0,10,3.0,0,3,0
3705,3156,0,176,1160,48,110.1,1416,126,5716,62,0,0,12,606,2,15,1.0,0,0,0
46,2397,88,99,319,78,138.9,23,120,23470,5,0,2,0,200,2,2,0.0,0,0,1
80,2105,1,156,2277,216,145.6,23,222,31570,19,0,0,0,200,3,2,2.0,2,2,0
41,2061,0,137,714,36,155.7,37,74,19110,8,0,1,0,200,0,3,0.0,0,0,0
62,4529,1,384,669,36,123.6,198,1,19460,10,0,5,4,200,0,1,0.0,0,0,0
270,1634,1,32,1078,45,124.4,128,13,19710,1,17,3,62,200,0,0,0.0,0,1,0
33,8869,0,790,2321,124,144.7,24,4,36930,20,0,2,0,200,0,2,4.0,2,2,0
2415,2495,0,42,2008,37,140.9,7,1,25880,1,4,2,0,200,0,1,0.0,0,0,0
5,1456,1,197,924,83,131.5,11,177,18340,6,2,2,0,200,1,0,18.0,1,0,0
0,1350,0,91,558,21,130.1,44,3,19870,2,0,3,0,550,0,0,0.0,0,0,0
29,2417,0,664,246,89,159.6,24,20,23010,2,6,1,0,200,0,0,1.0,2,2,0
56,5198,0,203,457,64,130.3,85,1,19950,4,4,0,2,200,0,1,1.0,0,0,0
132,2021,0,69,1086,69,57.6,1296,12,8935,10,2,2,4,200,0,8,1.0,1,1,0
15,3479,1,429,539,203,151.3,50,194,24540,7,2,0,1,200,0,4,2.0,0,1,0
81,2374,0,572,1229,217,130.3,32,6,13210,18,0,7,1,200,0,2,1.0,3,4,0
3076,2862,3,352,791,415,304.3,20,192,19140,126,1,6,2,400,0,3,0.0,4,4,0
21,1685,0,7311,153,43,131.1,4,2,6352,3,0,0,0,200,2,0,0.0,0,0,0
286,4137,2,773,88,141,144.8,10,38,10040,16,0,0,3,200,0,0,0.0,2,1,1
3129,2467,2,163,1151,65,128.8,15,1,17330,1,0,0,16,200,0,0,0.0,0,0,0
171,2366,4,51,1014,143,128.7,27,15,18400,0,0,0,12,1566,0,1,2.0,2,2,0
3262,3830,2,446,712,365,135.7,76,108,14080,151,10,0,0,497,0,0,10.0,3,3,0
23,2085,0,67,153,25,161.0,6,5,12800,22,0,0,0,200,0,0,0.0,0,0,0
13,2439,0,2859,368,203,140.5,11,0,12830,5,0,3,0,550,0,0,0.0,3,3,0
56,6000,2,2036,289,364,150.6,59,3,18820,163,2,4,2,200,0,2,9.0,5,6,0
3261,4850,5,5144,1054,366,131.4,14,120,21100,149,0,2,1,200,0,5,2.0,3,4,0
77,5546,1,179,227,203,141.1,17,5,20710,4,0,2,1,200,0,0,0.0,1,1,0
2036,1172,1,334,1015,520,60.4,1265,2,8252,13,2,4,29,372,7,7,2.0,5,8,0
3047,2045,3,43,2323,75,148.2,17,25,28185,6,2,1,2,550,1,2,3.0,1,1,0
81,8042,0,67,2401,133,137.0,261,9,31210,9,5,8,6,200,0,2,2.0,2,4,0
29,2084,2,131,2470,193,131.7,164,4,14010,6,0,9,2,200,2,3,2.0,1,13,0
133,2064,1,17434,1285,235,128.2,62,14,21440,16,5,1,10,200,0,0,3.0,2,2,0
178,3497,1,786,281,150,135.6,13,5,18710,11,0,2,0,200,0,0,0.0,4,2,0
81,9974,0,1919,464,762,141.0,18,0,24200,476,0,5,1,550,0,3,39.0,7,6,0
3087,3532,2,303,946,121,136.5,13,108,20350,4,0,0,8,200,0,1,0.0,0,0,0
33,1779,2,41,714,43,135.2,22,152,24950,3,0,0,0,200,0,1,1.0,0,0,0
2518,1266,3,1656,342,115,143.8,123,0,17730,7,1,2,0,466,1,0,0.0,2,2,0
39,6299,6,36,1131,32,69.8,1330,1,8830,24,0,9,3,200,0,9,2.0,0,9,0
3703,7797,1,169,1006,114,117.2,1180,126,4828,49,0,2,10,697,0,10,0.0,0,2,0
3102,1344,10,136,1588,52,131.2,50,115,24980,5,14,3,2,200,1,3,0.0,2,0,0
33,1263,5,228,1042,71,137.2,29,3,20170,5,0,2,0,463,4,2,6.0,1,0,0
98,1336,1,58,299,37,145.6,13,12,20900,16,0,0,0,536,0,0,0.0,0,1,0
2559,3450,3,362,492,111,134.0,11,171,27690,7,0,1,0,2589,0,2,5.0,1,1,0
2854,1418,2,210,926,95,47.9,1167,4,3841,8,3,3,2,618,1,5,4.0,2,3,0
156,2711,357,129,587,39,131.2,79,143,20310,7,0,3,2,200,2,0,1.0,0,0,1
3214,2309,8,51,102,181,143.0,18,63,10930,3,0,3,4,200,0,0,2.0,2,2,1
2508,1714,0,46,1192,60,106.4,1382,3,5354,73,0,2,5,550,0,12,1.0,0,0,0
43,7083,0,98,308,91,146.4,19,71,28950,9,0,0,0,200,0,1,1.0,1,1,0
2771,1716,2,74,1015,63,135.9,24,2,22740,16,2,0,0,593,0,0,2.0,0,0,0
355,1711,1,360,202,161,157.9,71,3,14270,20,0,1,6,200,0,2,2.0,3,2,0
2668,3908,3,3442,998,99,125.5,12,120,18900,5,0,2,0,200,0,0,0.0,4,0,0
9,1368,5,335,423,323,140.0,17,0,20660,211,0,3,2,393,1,0,3.0,5,4,0
2,2367,1,191,1138,187,55.5,1346,11,3450,16,5,22,8,200,1,10,0.0,4,8,0
11,1885,1,275,1084,39,62.2,1183,2,3884,6,0,2,39,200,0,5,0.0,0,0,0
50,1952,14,414,1526,291,130.4,51,2,23300,40,8,5,9,200,0,4,2.0,7,3,0
3125,3226,9,245,608,300,120.2,7,85,29420,6,0,1,2,200,0,1,0.0,3,3,0
3092,1717,3,286,657,945,166.1,9,43,27350,161,2,1,4,900,0,6,5.0,7,5,0
2691,3954,3,320,275,66,139.7,25,112,19200,2,1,2,1,200,0,0,0.0,0,0,1
29,2400,0,126,210,87,171.3,9,186,19250,13,0,0,0,200,0,1,1.0,2,0,0
134,7633,0,260,767,334,160.1,139,8,20490,16,2,1,18,533,0,2,1.0,4,5,0
3340,1324,6,368,1036,881,42.2,1252,3,3811,757,19,27,11,200,0,27,26.0,11,18,0
2796,1189,3,58,182,168,146.0,16,29,20990,2,0,0,11,389,4,2,0.0,1,0,0
98,2612,0,203,437,37,127.4,100,1,17310,4,1,0,0,200,0,4,3.0,0,0,0
3791,2088,1,91,1171,64,110.9,1287,121,4791,53,0,14,12,492,0,10,2.0,0,3,0
65,3958,1,92,208,41,142.4,13,6,16730,0,0,0,0,200,0,1,0.0,0,0,0
7,2436,6,42,395,37,158.3,25,0,17480,2,0,0,4,200,5,0,0.0,0,0,0
3574,3837,2,112,234,66,167.8,25,119,10480,3,0,0,1,587,0,0,2.0,0,0,0
3297,2008,112,154,2071,82,142.3,10,13,28520,5,0,0,0,200,0,0,0.0,1,1,1
106,7332,14,76,463,160,141.3,33,5,30440,16,0,0,0,6500,0,3,2.0,1,2,0
29,7503,0,1323,409,441,161.2,13,0,18090,38,0,15,1,200,0,1,1.0,4,4,0
194,2621,3,405,1008,217,56.9,1244,15,3013,18,3,21,2,1821,0,9,0.0,5,5,0
9,2101,7,80,1198,228,133.3,73,168,14480,3,0,2,101,200,0,0,1.0,9,9,0
32,2045,0,1481,184,935,146.2,52,182,4779,22,0,3,78,200,0,0,2.0,17,14,0
141,1364,0,180,244,78,141.6,28,21,18440,3,0,0,0,564,0,2,0.0,0,0,0
2877,1177,4,742,313,1573,144.3,48,2,25510,20,2,0,51,377,3,2,0.0,18,13,0
2713,1763,4,153,1127,239,70.9,1327,128,10300,29,9,24,11,200,0,10,2.0,5,6,0
18,1730,8,2524,999,202,140.6,176,4,26270,7,2,3,50,200,0,3,1.0,2,6,1
136,2425,1,1453,47,665,131.6,553,18,3423,5,0,1,959,200,0,0,1.0,15,12,0
64,1347,28,241,1037,520,146.7,45,4,30700,6,1,3,19,396,1,4,2.0,7,6,0
3057,2062,3,9968,856,2483,177.9,7,146,28440,2077,8,17,23,200,0,26,135.0,59,67,0
139,2400,2,2409,1183,548,132.4,15,11,21920,26,0,2,4,1600,0,3,1.0,3,2,1
40,1333,2,763,209,141,164.4,9,3,15680,4,0,2,0,352,0,1,1.0,2,2,0
222,3018,86,478,821,248,124.4,20,129,17220,96,1,8,0,818,0,4,6.0,8,5,1
111,8325,0,357,743,112,132.1,8,3,15700,6,0,0,0,200,0,0,0.0,0,0,0
3482,5953,2,211,841,65,138.3,964,113,4886,44,0,2,21,200,0,11,0.0,0,1,0
10,1511,2,1122,936,65,139.8,10,5,20960,3,0,0,0,200,0,4,0.0,0,0,0
75,4144,0,402,1040,485,354.5,9,5,22240,96,0,0,0,1600,0,1,2.0,6,4,0
3111,2247,8,61,1094,53,128.3,5,148,20590,3,0,0,0,200,0,1,0.0,0,0,0
2416,1382,0,283,192,235,146.6,24,8,16760,17,0,2,0,582,1,3,0.0,4,3,0
6,2376,1,189,1017,98,124.0,69,0,19800,7,8,2,0,200,0,23,0.0,0,0,0
73,3457,0,703,1038,90,58.6,1268,2,3507,7,3,13,3,200,0,9,4.0,1,3,0
11,7084,2,809,218,188,129.4,11,2,16870,7,0,4,0,200,1,0,2.0,4,3,0
3449,1390,3,47,2579,160,142.9,15,100,40710,2,1,2,1,590,5,0,1.0,0,1,0
3301,1000,5,60,1118,94,60.1,1365,203,7380,16,2,0,4,550,1,11,3.0,1,1,0
137,8004,1,9,251,147,172.4,5,8,9924,8,0,3,0,200,0,1,1.0,2,1,0
3138,1752,3,479,241,290,161.5,90,448,23160,4,0,4,43,200,0,74,2.0,5,4,0
14,3210,0,287,829,545,131.2,76,200,17700,6,0,7,98,200,0,3,4.0,9,8,0
47,2144,136,510,960,315,133.4,99,1,19230,57,6,0,0,200,2,16,0.0,3,4,1
3404,4630,5,54,1361,54,111.2,1583,2,7041,71,1,0,9,200,0,14,1.0,0,0,0
19,1699,125,3082,1955,873,142.7,41,2,26090,250,1,3,39,200,2,9,21.0,10,10,1
2883,2277,4,77,928,55,131.8,43,143,18150,2,0,1,44,200,0,0,0.0,0,0,0
289,2399,2,7,2474,42,139.8,16,7,38030,0,6,0,1,200,0,2,4.0,0,0,0
25,2027,1,2863,435,207,134.8,19,178,15620,3,0,7,1,200,0,0,0.0,2,3,0
3371,2050,2,869,982,132,63.8,1115,2,3753,6,3,0,11,200,0,6,1.0,1,4,0
884,1163,1,281,1329,242,146.0,37,17,26920,20,34,2,66,363,0,1,2.0,2,2,0
3208,1416,2,37,432,63,133.9,13,110,23000,3,0,1,1,200,3,2,0.0,0,0,0
125,4319,4,39,1068,36,128.2,212,79,17260,4,0,0,13,200,0,2,1.0,0,0,0
3330,1325,2,65,1311,121,156.8,8,107,29130,4,17,0,1,200,3,0,1.0,0,1,0
115,1653,5,162,2022,89,142.4,44,46,26960,8,5,2,6,853,3,7,2.0,2,1,0
28,5844,93,646,1108,389,149.0,26,127,33000,116,0,4,0,200,0,11,5.0,6,6,1
99,1361,0,416,1037,77,125.3,50,7,19480,7,0,5,0,200,1,1,1.0,1,1,0
2825,2047,8,744,266,417,154.1,11,179,12850,9,0,0,5,200,0,0,1.0,2,4,0
3963,1751,4,169,298,126,140.0,30,533,24430,9,0,0,2,200,0,1,2.0,1,0,0
433,1410,5,165,1039,422,61.8,1205,15,3824,7,5,1,34,610,0,6,3.0,3,7,0
174,1326,0,842,363,369,134.4,104,25,5413,16,0,7,128,526,0,2,3.0,7,7,0
1152,1437,2,179,1111,37,125.3,99,3,20110,2,0,0,0,200,0,16,3.0,0,0,0
3354,1399,6,6,1173,22,60.4,1352,113,9357,6,0,3,1,599,4,7,1.0,0,0,0
1966,7040,2,1824,292,296,134.1,105,48,10500,7,0,3,115,200,0,1,1.0,6,6,0
140,1712,0,172,640,172,120.7,520,18,11800,11,23,15,51,912,0,5,4.0,4,3,0
12,4607,1,522,223,934,142.0,104,166,4808,17,0,4,134,200,0,2,2.0,15,11,0
140,4265,2,54,268,101,155.7,14,4,17400,1,0,2,0,200,0,0,2.0,3,1,0
28,3005,0,108,1217,133,131.1,1496,11,11200,132,390,3,131,200,0,17,3.0,2,2,0
3446,8002,2,61,1091,36,112.4,1003,5,5824,61,3,19,2,454,0,11,0.0,0,0,0
152,1403,0,134,238,131,150.7,81,0,11030,5,0,0,122,603,0,0,0.0,3,3,0
125,1355,0,121,1061,121,137.2,14,17,23620,38,2,3,0,200,0,11,2.0,15,1,0
26,3095,0,187,285,59,151.5,48,2,20990,4,0,8,0,200,0,1,3.0,0,0,0
2711,1997,4,57,2060,852,186.3,23,122,27080,6,1,2,23,200,0,1,3.0,9,7,0
2779,1140,3,40,378,245,62.3,15,1,16190,8,0,4,1,340,2,3,2.0,2,3,0
3432,2061,4,328,214,67,197.0,12,2,19150,7,0,0,0,200,0,0,0.0,0,0,0
13,1721,0,10,222,19,201.6,21,2,11050,0,0,0,0,379,2,0,0.0,0,0,0
3600,1555,6,4630,764,165,144.0,21,2,15240,17,0,5,14,200,0,0,1.0,3,4,0
3798,4525,2,282,1019,126,55.1,1242,462,3366,10,6,21,5,550,0,10,2.0,3,4,0
2698,1324,3,123,746,38,141.7,18,2,22740,13,1,3,68,200,0,5,2.0,0,1,0
3112,2234,2,4436,468,579,138.2,10,29,24200,237,0,5,2,200,0,3,23.0,6,6,0
9,3927,15,1409,271,230,142.8,18,134,24280,45,0,3,1,200,0,4,2.0,2,2,0
2677,2150,7,7988,1008,2006,115.4,300,196,17880,1094,4,27,238,200,0,14,107.0,37,41,0
13,3455,0,33,1918,79,180.3,31,1,29180,14,2,4,2,200,0,2,1.0,0,1,1
10,5371,1,289,939,1002,54.9,995,2,6569,17,7,13,215,200,0,7,0.0,7,14,0
3310,1708,3,185,612,205,145.6,14,22,13640,55,0,3,10,200,0,7,2.0,3,2,0
3735,2282,4,192,908,56,129.6,11,162,21560,3,1,0,0,200,1,0,0.0,0,0,0
2365,2438,8,103,1968,179,129.3,251,3,23180,8,8,5,6,200,0,2,13.0,2,3,0
3085,2439,2,3290,421,189,139.9,12,0,13870,5,0,3,0,375,0,2,0.0,2,2,0
114,1924,0,3046,244,48,161.7,5,1,23900,4,0,0,0,200,0,0,0.0,0,0,0
19,2087,0,333,434,99,135.1,53,141,29840,7,0,1,0,200,0,2,3.0,4,0,0
19,7333,3,440,958,36,134.1,32,2,19540,0,2,1,0,200,0,1,0.0,0,0,0
1289,3099,3,50,1045,43,125.5,8,172,20820,4,0,1,0,200,0,0,0.0,0,0,0
1834,2876,10,112,1109,60,123.1,129,62,21680,2,20,2,0,2076,0,2,1.0,1,0,0
16,1401,0,337,959,70,134.9,17,167,20390,6,1,2,0,200,0,1,17.0,3,0,0
52,3876,0,29,2121,31,184.3,24,0,31880,20,0,3,14,1021,0,2,0.0,0,0,0
27,2710,0,104,1006,48,144.9,17,2,27150,1,1,4,0,200,0,0,0.0,2,0,0
237,3103,1,95,324,62,201.3,23,6,13790,2,0,1,0,200,4,1,2.0,1,2,0
9,5043,0,139,755,140,130.5,25,3,14970,6,0,4,34,200,0,1,1.0,2,2,0
148,1698,0,156,2436,203,131.9,42,20,35110,3,5,3,89,200,0,58,0.0,2,2,0
14,6230,1,500,1105,115,59.9,1257,0,9287,8,3,4,28,200,0,8,2.0,0,15,1
9,1369,5,1095,163,786,127.6,91,0,5854,8,0,3,146,569,0,4,1.0,16,12,0
52,3166,2,19,2506,52,146.7,21,4,31760,0,5,2,4,200,0,0,0.0,0,0,0
70,7685,2,74,495,83,159.9,10,3,23010,32,0,0,0,200,0,14,1.0,0,0,0
2852,1430,2,209,1079,134,62.5,1308,96,4401,10,10,0,21,200,1,7,4.0,1,3,0
2847,1858,3,4304,159,216,147.6,106,125,4503,2,0,1,147,200,0,0,0.0,3,4,0
49,1487,6,617,203,920,1029.9,75,1,10110,181,2,14,2,200,1,9,15.0,6,34,0
3340,1368,2,505,1817,569,132.6,160,117,22110,84,36,2,102,568,2,3,5.0,9,6,0
2705,1175,8,296,1081,225,126.5,118,0,18790,115,13,9,0,200,6,30,8.0,2,2,0
4290,2463,2,137,1064,208,59.3,1263,138,3629,17,10,18,5,200,0,9,2.0,5,9,0
1231,3254,7,219,213,206,139.5,18,24,14690,19,0,1,0,200,0,0,0.0,2,1,0
2698,1737,2,294,1117,1303,56.8,1348,2,4339,34,24,15,44,200,2,17,1.0,22,20,0
2485,1709,0,841,1030,288,60.1,1228,11,4068,9,3,2,28,200,1,10,0.0,1,13,0
2392,1184,3,96,408,106,144.6,17,4,22940,8,0,0,2,384,3,2,2.0,2,0,0
2864,3443,5,2425,247,1594,154.6,17,143,17160,294,0,4,5,200,0,10,10.0,19,12,0
1778,2767,1,13,521,71,134.1,22,1,20140,1,0,0,3,200,0,0,2.0,0,2,0
3045,1686,1,125,995,190,58.5,1153,14,8304,16,2,5,26,526,0,7,1.0,0,8,0
3079,1360,6,3810,872,924,144.4,16,126,19430,1013,1,6,7,385,0,15,22.0,23,26,1
19,1373,3,6625,228,329,155.0,43,3,19020,165,1,4,1,200,0,2,9.0,3,4,0
273,1716,2,63,576,33,173.4,10,22,19380,3,0,1,5,550,1,7,1.0,0,0,0
59,1431,0,23,1101,55,136.3,17,1,20660,3,0,0,13,631,0,0,0.0,0,0,0
